m,k,log_n,N,reps,n_success
22,5,17,6,100000,98353
22,5,17,7,100000,97525
22,5,17,8,100000,96093
22,5,17,9,100000,93403
22,5,17,10,100000,87101
22,5,17,11,100000,73881
22,5,17,12,100000,51186
22,5,17,13,100000,24870
22,5,17,14,100000,6970
22,5,17,15,100000,871
22,5,17,16,100000,32
22,5,17,17,100000,0
22,5,17,18,100000,0
22,5,17,19,100000,0
22,5,18,1,100000,100000
22,5,18,2,100000,99917
22,5,18,3,100000,99696
22,5,18,4,100000,99401
22,5,18,5,100000,99018
22,5,18,6,100000,98412
22,5,18,7,100000,97476
22,5,18,8,100000,96171
22,5,18,9,100000,93431
22,5,18,10,100000,87327
22,5,18,11,100000,73632
22,5,18,12,100000,51001
22,5,18,13,100000,24808
22,5,18,14,100000,7067
22,5,18,15,100000,821
22,5,18,16,100000,26
22,5,18,17,100000,0
22,5,18,18,100000,0
22,5,18,19,100000,0
22,5,19,1,100000,100000
22,5,19,2,100000,99900
22,5,19,3,100000,99735
22,5,19,4,100000,99371
22,5,19,5,100000,99062
22,5,19,6,100000,98306
22,5,19,7,100000,97641
22,5,19,8,100000,96196
22,5,19,9,100000,93462
22,5,19,10,100000,87126
22,5,19,11,100000,73859
22,5,19,12,100000,51524
22,5,19,13,100000,24867
22,5,19,14,100000,7005
22,5,19,15,100000,827
22,5,19,16,100000,28
22,5,19,17,100000,0
22,5,19,18,100000,0
22,5,19,19,100000,0
22,5,20,1,100000,100000
22,5,20,2,100000,99912
22,5,20,3,100000,99745
22,5,20,4,100000,99434
22,5,20,5,100000,98973
22,5,20,6,100000,98450
22,5,20,7,100000,97669
22,5,20,8,100000,96136
22,5,20,9,100000,93480
22,5,20,10,100000,87083
22,5,20,11,100000,73764
22,5,20,12,100000,51397
22,5,20,13,100000,24810
22,5,20,14,100000,6875
22,5,20,15,100000,809
22,5,20,16,100000,30
22,5,20,17,100000,0
22,5,20,18,100000,0
22,5,20,19,100000,0
22,5,21,1,100000,100000
22,5,21,2,100000,99885
22,5,21,3,100000,99714
22,5,21,4,100000,99426
22,5,21,5,100000,98990
22,5,21,6,100000,98456
22,5,21,7,100000,97448
22,5,21,8,100000,96199
22,5,21,9,100000,93380
22,5,21,10,100000,87099
22,5,21,11,100000,73970
22,5,21,12,100000,51064
22,5,21,13,100000,24958
22,5,21,14,100000,6919
22,5,21,15,100000,793
22,5,21,16,100000,29
22,5,21,17,100000,0
22,5,21,18,100000,0
22,5,21,19,100000,0
22,5,22,1,100000,100000
22,5,22,2,100000,99915
22,5,22,3,100000,99671
22,5,22,4,100000,99418
22,5,22,5,100000,99021
22,5,22,6,100000,98409
22,5,22,7,100000,97508
22,5,22,8,100000,96098
22,5,22,9,100000,93473
22,5,22,10,100000,87194
22,5,22,11,100000,73909
22,5,22,12,100000,51227
22,5,22,13,100000,24828
22,5,22,14,100000,7040
22,5,22,15,100000,865
22,5,22,16,100000,39
22,5,22,17,100000,0
22,5,22,18,100000,0
22,5,22,19,100000,0
22,5,23,1,100000,100000
22,5,23,2,100000,99905
22,5,23,3,100000,99703
22,5,23,4,100000,99421
22,5,23,5,100000,98971
22,5,23,6,100000,98409
22,5,23,7,100000,97645
22,5,23,8,100000,96098
22,5,23,9,100000,93288
22,5,23,10,100000,87244
22,5,23,11,100000,74025
22,5,23,12,100000,51144
22,5,23,13,100000,25011
22,5,23,14,100000,7053
22,5,23,15,100000,932
22,5,23,16,100000,37
22,5,23,17,100000,0
22,5,23,18,100000,0
22,5,23,19,100000,0
22,5,24,1,100000,100000
22,5,24,2,100000,99896
22,5,24,3,100000,99736
22,5,24,4,100000,99387
22,5,24,5,100000,99035
22,5,24,6,100000,98387
22,5,24,7,100000,97487
22,5,24,8,100000,96226
22,5,24,9,100000,93373
22,5,24,10,100000,87205
22,5,24,11,100000,73907
22,5,24,12,100000,51070
22,5,24,13,100000,24860
22,5,24,14,100000,7135
22,5,24,15,100000,868
22,5,24,16,100000,24
22,5,24,17,100000,0
22,5,24,18,100000,0
22,5,24,19,100000,0
22,5,25,1,100000,100000
22,5,25,2,100000,99892
22,5,25,3,100000,99684
22,5,25,4,100000,99376
22,5,25,5,100000,98984
22,5,25,6,100000,98382
22,5,25,7,100000,97594
22,5,25,8,100000,96023
22,5,25,9,100000,93384
22,5,25,10,100000,87043
22,5,25,11,100000,73735
22,5,25,12,100000,50773
22,5,25,13,100000,24778
22,5,25,14,100000,6896
22,5,25,15,100000,832
22,5,25,16,100000,37
22,5,25,17,100000,0
22,5,25,18,100000,0
22,5,25,19,100000,0
22,5,26,1,100000,100000
22,5,26,2,100000,99902
22,5,26,3,100000,99700
22,5,26,4,100000,99416
22,5,26,5,100000,99006
22,5,26,6,100000,98342
22,5,26,7,100000,97579
22,5,26,8,100000,96113
22,5,26,9,100000,93380
22,5,26,10,100000,87210
22,5,26,11,100000,74000
22,5,26,12,100000,51272
22,5,26,13,100000,24863
22,5,26,14,100000,6987
22,5,26,15,100000,887
22,5,26,16,100000,40
22,5,26,17,100000,0
22,5,26,18,100000,0
22,5,26,19,100000,0
22,5,27,1,100000,100000
22,5,27,2,100000,99896
22,5,27,3,100000,99714
22,5,27,4,100000,99359
22,5,27,5,100000,98985
22,5,27,6,100000,98426
22,5,27,7,100000,97534
22,5,27,8,100000,96173
22,5,27,9,100000,93383
22,5,27,10,100000,87145
22,5,27,11,100000,73777
22,5,27,12,100000,51237
22,5,27,13,100000,24973
22,5,27,14,100000,6958
22,5,27,15,100000,853
22,5,27,16,100000,21
22,5,27,17,100000,0
22,5,27,18,100000,0
22,5,27,19,100000,0
22,5,28,1,100000,100000
22,5,28,2,100000,99882
22,5,28,3,100000,99724
22,5,28,4,100000,99416
22,5,28,5,100000,98965
22,5,28,6,100000,98432
22,5,28,7,100000,97592
22,5,28,8,100000,96248
22,5,28,9,100000,93343
22,5,28,10,100000,87089
22,5,28,11,100000,73885
22,5,28,12,100000,51173
22,5,28,13,100000,24781
22,5,28,14,100000,7058
22,5,28,15,100000,853
22,5,28,16,100000,29
22,5,28,17,100000,0
22,5,28,18,100000,0
22,5,28,19,100000,0
22,5,29,1,100000,100000
22,5,29,2,100000,99903
22,5,29,3,100000,99702
22,5,29,4,100000,99428
22,5,29,5,100000,99000
22,5,29,6,100000,98443
22,5,29,7,100000,97499
22,5,29,8,100000,96067
22,5,29,9,100000,93436
22,5,29,10,100000,87303
22,5,29,11,100000,74007
22,5,29,12,100000,50874
22,5,29,13,100000,24774
22,5,29,14,100000,6979
22,5,29,15,100000,845
22,5,29,16,100000,27
22,5,29,17,100000,0
22,5,29,18,100000,0
22,5,29,19,100000,0
22,5,30,1,100000,100000
22,5,30,2,100000,99913
22,5,30,3,100000,99744
22,5,30,4,100000,99422
22,5,30,5,100000,98988
22,5,30,6,100000,98399
22,5,30,7,100000,97534
22,5,30,8,100000,96066
22,5,30,9,100000,93531
22,5,30,10,100000,87347
22,5,30,11,100000,73951
22,5,30,12,100000,51162
22,5,30,13,100000,24727
22,5,30,14,100000,6938
22,5,30,15,100000,887
22,5,30,16,100000,34
22,5,30,17,100000,0
22,5,30,18,100000,0
22,5,30,19,100000,0
22,5,31,1,100000,100000
22,5,31,2,100000,99906
22,5,31,3,100000,99740
22,5,31,4,100000,99408
22,5,31,5,100000,98950
22,5,31,6,100000,98416
22,5,31,7,100000,97551
22,5,31,8,100000,96202
22,5,31,9,100000,93392
22,5,31,10,100000,87269
22,5,31,11,100000,73851
22,5,31,12,100000,51257
22,5,31,13,100000,24745
22,5,31,14,100000,6899
22,5,31,15,100000,778
22,5,31,16,100000,36
22,5,31,17,100000,0
22,5,31,18,100000,0
22,5,31,19,100000,0
22,5,32,1,100000,100000
22,5,32,2,100000,99910
22,5,32,3,100000,99746
22,5,32,4,100000,99417
22,5,32,5,100000,98999
22,5,32,6,100000,98386
22,5,32,7,100000,97551
22,5,32,8,830000,797968
22,5,32,9,100000,93442
22,5,32,10,290000,253022
22,5,32,11,100000,73696
22,5,32,12,100000,51207
22,5,32,13,100000,24827
22,5,32,14,610000,42492
22,5,32,15,100000,808
22,5,32,16,410000,119
22,5,32,17,100000,0
22,5,32,18,100000,0
22,5,32,19,100000,0
22,6,3,1,100000,100000
22,6,3,2,100000,87575
22,6,3,3,100000,65521
22,6,3,4,100000,41049
22,6,3,5,100000,20489
22,6,3,6,100000,7678
22,6,3,7,100000,1850
22,6,3,8,100000,235
22,6,3,9,100000,0
22,6,3,10,100000,0
22,6,3,11,100000,0
22,6,3,12,100000,0
22,6,3,13,100000,0
22,6,3,14,100000,0
22,6,3,15,100000,0
22,6,3,16,100000,0
22,6,3,17,100000,0
22,6,3,18,100000,0
22,6,3,19,100000,0
22,6,4,1,100000,100000
22,6,4,2,100000,93789
22,6,4,3,100000,81803
22,6,4,4,100000,66711
22,6,4,5,100000,49809
22,6,4,6,100000,34240
22,6,4,7,100000,21085
22,6,4,8,100000,10726
22,6,4,9,100000,3863
22,6,4,10,100000,728
22,6,4,11,100000,75
22,6,4,12,100000,0
22,6,4,13,100000,0
22,6,4,14,100000,0
22,6,4,15,100000,0
22,6,4,16,100000,0
22,6,4,17,100000,0
22,6,4,18,100000,0
22,6,4,19,100000,0
22,6,5,1,100000,100000
22,6,5,2,100000,96887
22,6,5,3,100000,90761
22,6,5,4,100000,82000
22,6,5,5,100000,71725
22,6,5,6,100000,60409
22,6,5,7,100000,47924
22,6,5,8,100000,34443
22,6,5,9,100000,19830
22,6,5,10,100000,7425
22,6,5,11,100000,1164
22,6,5,12,100000,40
22,6,5,13,100000,0
22,6,5,14,100000,0
22,6,5,15,100000,0
22,6,5,16,100000,0
22,6,5,17,100000,0
22,6,5,18,100000,0
22,6,5,19,100000,0
22,6,6,1,100000,100000
22,6,6,2,100000,98421
22,6,6,3,100000,95408
22,6,6,4,100000,90780
22,6,6,5,100000,84977
22,6,6,6,100000,78096
22,6,6,7,100000,69322
22,6,6,8,100000,56406
22,6,6,9,100000,37615
22,6,6,10,100000,16883
22,6,6,11,100000,4129
22,6,6,12,100000,412
22,6,6,13,100000,24
22,6,6,14,100000,0
22,6,6,15,100000,0
22,6,6,16,100000,0
22,6,6,17,100000,0
22,6,6,18,100000,0
22,6,6,19,100000,0
22,6,7,1,100000,100000
22,6,7,2,100000,99075
22,6,7,3,100000,97350
22,6,7,4,100000,94607
22,6,7,5,100000,91161
22,6,7,6,100000,86711
22,6,7,7,100000,80384
22,6,7,8,100000,68691
22,6,7,9,100000,48307
22,6,7,10,100000,22922
22,6,7,11,100000,5680
22,6,7,12,100000,557
22,6,7,13,100000,8
22,6,7,14,100000,0
22,6,7,15,100000,0
22,6,7,16,100000,0
22,6,7,17,100000,0
22,6,7,18,100000,0
22,6,7,19,100000,0
22,6,8,1,100000,100000
22,6,8,2,100000,99515
22,6,8,3,100000,98456
22,6,8,4,100000,96936
22,6,8,5,100000,94792
22,6,8,6,100000,91843
22,6,8,7,100000,87127
22,6,8,8,100000,77177
22,6,8,9,100000,56769
22,6,8,10,100000,28767
22,6,8,11,100000,7865
22,6,8,12,100000,959
22,6,8,13,100000,35
22,6,8,14,100000,0
22,6,8,15,100000,0
22,6,8,16,100000,0
22,6,8,17,100000,0
22,6,8,18,100000,0
22,6,8,19,100000,0
22,6,9,1,100000,100000
22,6,9,2,100000,99691
22,6,9,3,100000,99060
22,6,9,4,100000,98091
22,6,9,5,100000,96592
22,6,9,6,100000,94566
22,6,9,7,100000,90778
22,6,9,8,100000,81297
22,6,9,9,100000,60335
22,6,9,10,100000,31051
22,6,9,11,100000,8560
22,6,9,12,100000,993
22,6,9,13,100000,37
22,6,9,14,100000,0
22,6,9,15,100000,0
22,6,9,16,100000,0
22,6,9,17,100000,0
22,6,9,18,100000,0
22,6,9,19,100000,0
22,6,10,1,100000,100000
22,6,10,2,100000,99735
22,6,10,3,100000,99280
22,6,10,4,100000,98591
22,6,10,5,100000,97536
22,6,10,6,100000,95867
22,6,10,7,100000,92461
22,6,10,8,100000,83116
22,6,10,9,100000,62653
22,6,10,10,100000,32507
22,6,10,11,100000,9370
22,6,10,12,100000,1136
22,6,10,13,100000,34
22,6,10,14,100000,0
22,6,10,15,100000,0
22,6,10,16,100000,0
22,6,10,17,100000,0
22,6,10,18,100000,0
22,6,10,19,100000,0
22,6,11,1,100000,100000
22,6,11,2,100000,99810
22,6,11,3,100000,99457
22,6,11,4,100000,98852
22,6,11,5,100000,97954
22,6,11,6,100000,96688
22,6,11,7,100000,93597
22,6,11,8,100000,84472
22,6,11,9,100000,63887
22,6,11,10,100000,33264
22,6,11,11,100000,9593
22,6,11,12,100000,1141
22,6,11,13,100000,42
22,6,11,14,100000,0
22,6,11,15,100000,0
22,6,11,16,100000,0
22,6,11,17,100000,0
22,6,11,18,100000,0
22,6,11,19,100000,0
22,6,12,1,100000,100000
22,6,12,2,100000,99853
22,6,12,3,100000,99474
22,6,12,4,100000,98978
22,6,12,5,100000,98207
22,6,12,6,100000,96986
22,6,12,7,100000,93990
22,6,12,8,100000,84983
22,6,12,9,100000,64457
22,6,12,10,100000,33755
22,6,12,11,100000,9854
22,6,12,12,100000,1241
22,6,12,13,100000,53
22,6,12,14,100000,0
22,6,12,15,100000,0
22,6,12,16,100000,0
22,6,12,17,100000,0
22,6,12,18,100000,0
22,6,12,19,100000,0
22,6,13,1,100000,100000
22,6,13,2,100000,99854
22,6,13,3,100000,99540
22,6,13,4,100000,99036
22,6,13,5,100000,98341
22,6,13,6,100000,97071
22,6,13,7,100000,94232
22,6,13,8,100000,85445
22,6,13,9,100000,64759
22,6,13,10,100000,33707
22,6,13,11,100000,9744
22,6,13,12,100000,1221
22,6,13,13,100000,48
22,6,13,14,100000,0
22,6,13,15,100000,0
22,6,13,16,100000,0
22,6,13,17,100000,0
22,6,13,18,100000,0
22,6,13,19,100000,0
22,6,14,1,100000,100000
22,6,14,2,100000,99864
22,6,14,3,100000,99598
22,6,14,4,100000,99076
22,6,14,5,100000,98416
22,6,14,6,100000,97161
22,6,14,7,100000,94254
22,6,14,8,100000,85559
22,6,14,9,100000,64797
22,6,14,10,100000,34100
22,6,14,11,100000,9769
22,6,14,12,100000,1165
22,6,14,13,100000,54
22,6,14,14,100000,0
22,6,14,15,100000,0
22,6,14,16,100000,0
22,6,14,17,100000,0
22,6,14,18,100000,0
22,6,14,19,100000,0
22,6,15,1,100000,100000
22,6,15,2,100000,99852
22,6,15,3,100000,99596
22,6,15,4,100000,99108
22,6,15,5,100000,98438
22,6,15,6,100000,97199
22,6,15,7,100000,94362
22,6,15,8,100000,85732
22,6,15,9,100000,64684
22,6,15,10,100000,34067
22,6,15,11,100000,9952
22,6,15,12,100000,1198
22,6,15,13,100000,44
22,6,15,14,100000,0
22,6,15,15,100000,0
22,6,15,16,100000,0
22,6,15,17,100000,0
22,6,15,18,100000,0
22,6,15,19,100000,0
22,6,16,1,100000,100000
22,6,16,2,100000,99843
22,6,16,3,100000,99612
22,6,16,4,100000,99196
22,6,16,5,100000,98475
22,6,16,6,100000,97293
22,6,16,7,100000,94262
22,6,16,8,100000,85689
22,6,16,9,100000,64833
22,6,16,10,100000,34131
22,6,16,11,100000,9914
22,6,16,12,100000,1215
22,6,16,13,100000,42
22,6,16,14,100000,0
22,6,16,15,100000,0
22,6,16,16,100000,0
22,6,16,17,100000,0
22,6,16,18,100000,0
22,6,16,19,100000,0
22,6,17,1,100000,100000
22,6,17,2,100000,99860
22,6,17,3,100000,99571
22,6,17,4,100000,99173
22,6,17,5,100000,98495
22,6,17,6,100000,97320
22,6,17,7,100000,94315
22,6,17,8,100000,85676
22,6,17,9,100000,64773
22,6,17,10,100000,33927
22,6,17,11,100000,9789
22,6,17,12,100000,1240
22,6,17,13,100000,40
22,6,17,14,100000,0
22,6,17,15,100000,0
22,6,17,16,100000,0
22,6,17,17,100000,0
22,6,17,18,100000,0
22,6,17,19,100000,0
22,6,18,1,100000,100000
22,6,18,2,100000,99854
22,6,18,3,100000,99597
22,6,18,4,100000,99141
22,6,18,5,100000,98500
22,6,18,6,100000,97287
22,6,18,7,100000,94511
22,6,18,8,100000,85703
22,6,18,9,100000,64915
22,6,18,10,100000,34240
22,6,18,11,100000,9879
22,6,18,12,100000,1240
22,6,18,13,100000,52
22,6,18,14,100000,0
22,6,18,15,100000,0
22,6,18,16,100000,0
22,6,18,17,100000,0
22,6,18,18,100000,0
22,6,18,19,100000,0
22,6,19,1,100000,100000
22,6,19,2,100000,99859
22,6,19,3,100000,99606
22,6,19,4,100000,99134
22,6,19,5,100000,98448
22,6,19,6,100000,97213
22,6,19,7,100000,94226
22,6,19,8,100000,85758
22,6,19,9,100000,64906
22,6,19,10,100000,34203
22,6,19,11,100000,9932
22,6,19,12,100000,1251
22,6,19,13,100000,55
22,6,19,14,100000,0
22,6,19,15,100000,0
22,6,19,16,100000,0
22,6,19,17,100000,0
22,6,19,18,100000,0
22,6,19,19,100000,0
22,6,20,1,100000,100000
22,6,20,2,100000,99868
22,6,20,3,100000,99604
22,6,20,4,100000,99131
22,6,20,5,100000,98426
22,6,20,6,100000,97300
22,6,20,7,100000,94443
22,6,20,8,100000,85859
22,6,20,9,100000,64898
22,6,20,10,100000,34251
22,6,20,11,100000,9833
22,6,20,12,100000,1228
22,6,20,13,100000,37
22,6,20,14,100000,0
22,6,20,15,100000,0
22,6,20,16,100000,0
22,6,20,17,100000,0
22,6,20,18,100000,0
22,6,20,19,100000,0
22,6,21,1,100000,100000
22,6,21,2,100000,99856
22,6,21,3,100000,99563
22,6,21,4,100000,99178
22,6,21,5,100000,98389
22,6,21,6,100000,97295
22,6,21,7,100000,94272
22,6,21,8,100000,85569
22,6,21,9,100000,64868
22,6,21,10,100000,34087
22,6,21,11,100000,9906
22,6,21,12,100000,1203
22,6,21,13,100000,62
22,6,21,14,100000,0
22,6,21,15,100000,0
22,6,21,16,100000,0
22,6,21,17,100000,0
22,6,21,18,100000,0
22,6,21,19,100000,0
22,6,22,1,100000,100000
22,6,22,2,100000,99858
22,6,22,3,100000,99592
22,6,22,4,100000,99172
22,6,22,5,100000,98486
22,6,22,6,100000,97335
22,6,22,7,100000,94400
22,6,22,8,100000,85847
22,6,22,9,100000,64963
22,6,22,10,100000,34219
22,6,22,11,100000,9966
22,6,22,12,100000,1211
22,6,22,13,100000,52
22,6,22,14,100000,0
22,6,22,15,100000,0
22,6,22,16,100000,0
22,6,22,17,100000,0
22,6,22,18,100000,0
22,6,22,19,100000,0
22,6,23,1,100000,100000
22,6,23,2,100000,99853
22,6,23,3,100000,99561
22,6,23,4,100000,99139
22,6,23,5,100000,98441
22,6,23,6,100000,97292
22,6,23,7,100000,94411
22,6,23,8,100000,85719
22,6,23,9,100000,64768
22,6,23,10,100000,33884
22,6,23,11,100000,9898
22,6,23,12,100000,1196
22,6,23,13,100000,36
22,6,23,14,100000,0
22,6,23,15,100000,0
22,6,23,16,100000,0
22,6,23,17,100000,0
22,6,23,18,100000,0
22,6,23,19,100000,0
22,6,24,1,100000,100000
22,6,24,2,100000,99864
22,6,24,3,100000,99609
22,6,24,4,100000,99131
22,6,24,5,100000,98439
22,6,24,6,100000,97273
22,6,24,7,100000,94417
22,6,24,8,100000,85559
22,6,24,9,100000,64876
22,6,24,10,100000,34024
22,6,24,11,100000,9829
22,6,24,12,100000,1175
22,6,24,13,100000,58
22,6,24,14,100000,0
22,6,24,15,100000,0
22,6,24,16,100000,0
22,6,24,17,100000,0
22,6,24,18,100000,0
22,6,24,19,100000,0
22,6,25,1,100000,100000
22,6,25,2,100000,99869
22,6,25,3,100000,99619
22,6,25,4,100000,99153
22,6,25,5,100000,98432
22,6,25,6,100000,97200
22,6,25,7,100000,94286
22,6,25,8,100000,85632
22,6,25,9,100000,64853
22,6,25,10,100000,33919
22,6,25,11,100000,9987
22,6,25,12,100000,1247
22,6,25,13,100000,45
22,6,25,14,100000,0
22,6,25,15,100000,0
22,6,25,16,100000,0
22,6,25,17,100000,0
22,6,25,18,100000,0
22,6,25,19,100000,0
22,6,26,1,100000,100000
22,6,26,2,100000,99878
22,6,26,3,100000,99604
22,6,26,4,100000,99090
22,6,26,5,100000,98429
22,6,26,6,100000,97306
22,6,26,7,100000,94211
22,6,26,8,100000,85668
22,6,26,9,100000,64978
22,6,26,10,100000,34007
22,6,26,11,100000,9932
22,6,26,12,100000,1216
22,6,26,13,100000,40
22,6,26,14,100000,0
22,6,26,15,100000,0
22,6,26,16,100000,0
22,6,26,17,100000,0
22,6,26,18,100000,0
22,6,26,19,100000,0
22,6,27,1,100000,100000
22,6,27,2,100000,99866
22,6,27,3,100000,99583
22,6,27,4,100000,99152
22,6,27,5,100000,98494
22,6,27,6,100000,97304
22,6,27,7,100000,94343
22,6,27,8,100000,85547
22,6,27,9,100000,64956
22,6,27,10,100000,34214
22,6,27,11,100000,10022
22,6,27,12,100000,1298
22,6,27,13,100000,49
22,6,27,14,100000,0
22,6,27,15,100000,0
22,6,27,16,100000,0
22,6,27,17,100000,0
22,6,27,18,100000,0
22,6,27,19,100000,0
22,6,28,1,100000,100000
22,6,28,2,100000,99871
22,6,28,3,100000,99584
22,6,28,4,100000,99160
22,6,28,5,100000,98449
22,6,28,6,100000,97228
22,6,28,7,100000,94344
22,6,28,8,100000,85674
22,6,28,9,100000,65241
22,6,28,10,100000,34360
22,6,28,11,100000,9659
22,6,28,12,100000,1230
22,6,28,13,100000,49
22,6,28,14,100000,0
22,6,28,15,100000,0
22,6,28,16,100000,0
22,6,28,17,100000,0
22,6,28,18,100000,0
22,6,28,19,100000,0
22,6,29,1,100000,100000
22,6,29,2,100000,99883
22,6,29,3,100000,99582
22,6,29,4,100000,99150
22,6,29,5,100000,98431
22,6,29,6,100000,97245
22,6,29,7,100000,94335
22,6,29,8,100000,85460
22,6,29,9,100000,65123
22,6,29,10,100000,34261
22,6,29,11,100000,9767
22,6,29,12,100000,1268
22,6,29,13,100000,42
22,6,29,14,100000,0
22,6,29,15,100000,0
22,6,29,16,100000,0
22,6,29,17,100000,0
22,6,29,18,100000,0
22,6,29,19,100000,0
22,6,30,1,100000,100000
22,6,30,2,100000,99873
22,6,30,3,100000,99603
22,6,30,4,100000,99138
22,6,30,5,100000,98441
22,6,30,6,100000,97320
22,6,30,7,100000,94449
22,6,30,8,100000,85604
22,6,30,9,100000,64418
22,6,30,10,100000,34275
22,6,30,11,100000,9766
22,6,30,12,100000,1228
22,6,30,13,100000,44
22,6,30,14,100000,0
22,6,30,15,100000,0
22,6,30,16,100000,0
22,6,30,17,100000,0
22,6,30,18,100000,0
22,6,30,19,100000,0
22,6,31,1,100000,100000
22,6,31,2,100000,99872
22,6,31,3,100000,99607
22,6,31,4,100000,99134
22,6,31,5,100000,98510
22,6,31,6,100000,97293
22,6,31,7,100000,94350
22,6,31,8,100000,85644
22,6,31,9,100000,64753
22,6,31,10,100000,33857
22,6,31,11,100000,9853
22,6,31,12,100000,1250
22,6,31,13,100000,38
22,6,31,14,100000,0
22,6,31,15,100000,0
22,6,31,16,100000,0
22,6,31,17,100000,0
22,6,31,18,100000,0
22,6,31,19,100000,0
22,6,32,1,100000,100000
22,6,32,2,100000,99841
22,6,32,3,100000,99597
22,6,32,4,100000,99185
22,6,32,5,100000,98455
22,6,32,6,100000,97296
22,6,32,7,100000,94349
22,6,32,8,730000,625491
22,6,32,9,100000,64942
22,6,32,10,290000,99154
22,6,32,11,100000,9961
22,6,32,12,100000,1233
22,6,32,13,100000,63
22,6,32,14,610000,0
22,6,32,15,100000,0
22,6,32,16,210000,0
22,6,32,17,100000,0
22,6,32,18,100000,0
22,6,32,19,100000,0
23,4,32,8,720000,681377
23,4,32,10,200000,177483
23,4,32,14,540000,191451
23,4,32,16,620000,21053
23,5,32,8,720000,692114
23,5,32,10,200000,174428
23,5,32,14,540000,38005
23,5,32,16,520000,163
23,6,32,8,720000,616917
23,6,32,10,200000,68205
23,6,32,14,530000,0
23,6,32,16,110000,0
24,4,32,8,400000,390640
24,4,32,10,180000,172236
24,4,32,14,460000,378231
24,4,32,16,210000,118231
24,5,32,8,400000,384792
24,5,32,10,180000,156969
24,5,32,14,460000,32477
24,5,32,16,210000,74
24,6,32,8,400000,396365
24,6,32,10,180000,174013
24,6,32,14,460000,134643
24,6,32,16,210000,3914
25,4,32,10,200000,191377
25,4,32,14,130000,106886
25,4,32,16,520000,292766
25,4,32,20,10000,82
25,5,32,10,200000,195987
25,5,32,14,130000,102418
25,5,32,16,520000,191222
25,5,32,20,10000,6
25,6,32,10,200000,193280
25,6,32,14,130000,37793
25,6,32,16,720000,13632
25,6,32,20,10000,0
26,4,32,10,30000,28712
26,4,32,14,140000,115135
26,4,32,16,310000,174433
26,4,32,20,10000,86
26,5,32,10,30000,29448
26,5,32,14,140000,110214
26,5,32,16,310000,114395
26,5,32,20,10000,3
26,6,32,10,30000,28991
26,6,32,14,140000,40940
26,6,32,16,210000,3894
26,6,32,20,10000,0
27,4,32,10,20000,19164
27,4,32,14,130000,106937
27,4,32,16,320000,179675
27,4,32,20,130000,1034
27,5,32,10,20000,19627
27,5,32,14,130000,102585
27,5,32,16,520000,190761
27,5,32,20,130000,41
27,6,32,10,20000,19341
27,6,32,14,130000,37758
27,6,32,16,420000,8048
27,6,32,20,130000,0
28,3,3,1,100000,100000
28,3,3,2,100000,87402
28,3,3,3,100000,65919
28,3,3,4,100000,41049
28,3,3,5,100000,20379
28,3,3,6,100000,7662
28,3,3,7,100000,1943
28,3,3,8,100000,238
28,3,3,9,100000,0
28,3,3,10,100000,0
28,3,3,11,100000,0
28,3,3,12,100000,0
28,3,3,13,100000,0
28,3,3,14,100000,0
28,3,3,15,100000,0
28,3,3,16,100000,0
28,3,3,17,100000,0
28,3,3,18,100000,0
28,3,3,19,100000,0
28,3,4,1,100000,100000
28,3,4,2,100000,93659
28,3,4,3,100000,81844
28,3,4,4,100000,66520
28,3,4,5,100000,50064
28,3,4,6,100000,34329
28,3,4,7,100000,21280
28,3,4,8,100000,12208
28,3,4,9,100000,6107
28,3,4,10,100000,2635
28,3,4,11,100000,958
28,3,4,12,100000,305
28,3,4,13,100000,75
28,3,4,14,100000,14
28,3,4,15,100000,1
28,3,4,16,100000,0
28,3,4,17,100000,0
28,3,4,18,100000,0
28,3,4,19,100000,0
28,3,5,1,100000,100000
28,3,5,2,100000,96682
28,3,5,3,100000,90249
28,3,5,4,100000,81215
28,3,5,5,100000,70605
28,3,5,6,100000,59067
28,3,5,7,100000,47270
28,3,5,8,100000,36577
28,3,5,9,100000,26800
28,3,5,10,100000,18985
28,3,5,11,100000,12692
28,3,5,12,100000,7958
28,3,5,13,100000,4883
28,3,5,14,100000,2806
28,3,5,15,100000,1620
28,3,5,16,100000,766
28,3,5,17,100000,377
28,3,5,18,100000,151
28,3,5,19,100000,68
28,3,6,1,100000,100000
28,3,6,2,100000,98340
28,3,6,3,100000,95139
28,3,6,4,100000,90311
28,3,6,5,100000,84354
28,3,6,6,100000,77075
28,3,6,7,100000,69869
28,3,6,8,100000,61525
28,3,6,9,100000,52952
28,3,6,10,100000,44778
28,3,6,11,100000,37367
28,3,6,12,100000,30173
28,3,6,13,100000,23947
28,3,6,14,100000,18265
28,3,6,15,100000,13743
28,3,6,16,100000,9493
28,3,6,17,100000,6681
28,3,6,18,100000,4240
28,3,6,19,100000,2523
28,3,7,1,100000,100000
28,3,7,2,100000,99120
28,3,7,3,100000,97325
28,3,7,4,100000,94696
28,3,7,5,100000,91395
28,3,7,6,100000,87039
28,3,7,7,100000,82167
28,3,7,8,100000,76919
28,3,7,9,100000,71203
28,3,7,10,100000,65236
28,3,7,11,100000,59079
28,3,7,12,100000,52992
28,3,7,13,100000,46668
28,3,7,14,100000,40344
28,3,7,15,100000,34177
28,3,7,16,100000,28212
28,3,7,17,100000,22763
28,3,7,18,100000,17307
