m,k,log_n,N,reps,n_success
5996,4,32,3359,20000,19982
5996,5,32,3359,20000,19978
5996,6,32,3359,20000,19971
6018,4,32,4096,100000,99780
6018,5,32,4096,200000,199608
6018,6,32,4096,100000,0
6028,4,32,4096,110000,109782
6028,5,32,4096,110000,109760
6028,6,32,4096,10000,0
6036,4,32,3359,30000,29970
6036,5,32,3359,30000,29942
6036,6,32,3359,30000,29960
6042,4,32,2048,200000,199900
6042,5,32,2048,200000,199895
6042,6,32,2048,200000,199901
6060,4,32,2335,10000,9996
6060,5,32,2335,10000,9998
6060,6,32,2335,10000,9996
6076,4,32,3359,20000,19967
6076,5,32,3359,20000,19977
6076,6,32,3359,20000,19982
6092,4,32,4096,100000,99806
6092,6,32,4096,100000,0
6108,5,32,4096,100000,99790
6110,4,32,4832,10000,0
6110,5,32,4832,10000,0
6110,6,32,4832,10000,0
6116,4,32,3359,20000,19975
6116,5,32,3359,20000,19980
6116,6,32,3359,20000,19979
6156,4,32,3359,20000,19977
6156,5,32,3359,20000,19973
6156,6,32,3359,20000,19970
6164,4,32,2335,10000,9993
6164,5,32,2335,10000,9994
6164,6,32,2335,10000,9994
6185,4,32,3359,10000,9989
6185,5,32,3359,10000,9984
6185,6,32,3359,10000,9989
6193,4,32,4096,10000,9983
6193,5,32,4096,10000,9987
6193,6,32,4096,110000,0
6196,4,32,3359,20000,19973
6196,5,32,3359,20000,19969
6196,6,32,3359,20000,19977
6202,4,32,4096,200000,199617
6202,5,32,4096,200000,199619
6202,6,32,4096,100000,0
6236,4,32,3359,20000,19971
6236,5,32,3359,20000,19968
6236,6,32,3359,20000,19976
6239,4,32,4096,100000,99822
6239,5,32,4096,100000,99824
6239,6,32,4096,100000,0
6267,4,32,2335,10000,9993
6267,5,32,2335,10000,9993
6267,6,32,2335,10000,9988
6276,4,32,3359,20000,19976
6276,5,32,3359,20000,19976
6276,6,32,3359,20000,19984
6283,5,32,4096,100000,99810
6316,4,32,3359,20000,19970
6316,5,32,3359,20000,19979
6316,6,32,3359,20000,19971
6324,4,32,4832,10000,8826
6324,5,32,4832,10000,0
6324,6,32,4832,10000,0
6334,4,32,3359,10000,9987
6334,5,32,3359,10000,9991
6334,6,32,3359,10000,9988
6356,4,32,3359,20000,19977
6356,5,32,3359,20000,19969
6356,6,32,3359,20000,19964
6358,4,32,4096,10000,9982
6358,5,32,4096,10000,9983
6358,6,32,4096,110000,1378
6371,4,32,2335,10000,9990
6371,5,32,2335,10000,9996
6371,6,32,2335,10000,9994
6379,4,32,4832,20000,19790
6379,5,32,4832,20000,0
6379,6,32,4832,20000,0
6386,4,32,4096,200000,199602
6386,5,32,4096,200000,199634
6386,6,32,4096,200000,12345
6396,4,32,3359,20000,19973
6396,5,32,3359,20000,19975
6396,6,32,3359,20000,19976
6436,4,32,3359,20000,19979
6436,4,32,4832,20000,19950
6436,5,32,3359,20000,19970
6436,5,32,4832,20000,0
6436,6,32,3359,20000,19970
6436,6,32,4832,20000,0
6458,5,32,4096,100000,99806
6474,4,32,2335,10000,9991
6474,5,32,2335,10000,9993
6474,6,32,2335,10000,9992
6475,4,32,4832,20000,19944
6475,5,32,4832,20000,0
6475,6,32,4832,20000,0
6476,4,32,3359,20000,19973
6476,5,32,3359,20000,19980
6476,6,32,3359,20000,19979
6483,4,32,3359,10000,9988
6483,5,32,3359,10000,9986
6483,6,32,3359,10000,9994
6493,4,32,4832,20000,19948
6493,5,32,4832,20000,0
6493,6,32,4832,20000,0
6494,4,32,4832,20000,19950
6494,5,32,4832,20000,0
6494,6,32,4832,20000,0
6511,4,32,4832,20000,19942
6511,5,32,4832,20000,0
6511,6,32,4832,20000,0
6516,4,32,3359,20000,19961
6516,5,32,3359,20000,19974
6516,6,32,3359,20000,19979
6523,4,32,4096,10000,9980
6523,5,32,4096,110000,109773
6523,6,32,4096,110000,104289
6528,4,32,4832,20000,19947
6528,5,32,4832,20000,0
6528,6,32,4832,20000,0
6539,4,32,4832,10000,9966
6539,5,32,4832,10000,0
6539,6,32,4832,10000,0
6546,4,32,4832,20000,19952
6546,5,32,4832,20000,0
6546,6,32,4832,20000,0
6552,4,32,4832,20000,19954
6552,5,32,4832,20000,0
6552,6,32,4832,20000,0
6556,4,32,3359,20000,19974
6556,5,32,3359,20000,19974
6556,6,32,3359,20000,19977
6563,4,32,4832,20000,19943
6563,5,32,4832,20000,0
6563,6,32,4832,20000,0
6570,4,32,4096,200000,199626
6570,5,32,4096,100000,99813
6570,6,32,4096,200000,198958
6578,4,32,2335,10000,9993
6578,5,32,2335,10000,9994
6578,6,32,2335,10000,9993
6581,4,32,4832,20000,19932
6581,5,32,4832,20000,0
6581,6,32,4832,20000,0
6596,4,32,3359,20000,19971
6596,5,32,3359,20000,19969
6596,6,32,3359,20000,19973
6598,4,32,4832,20000,19935
6598,5,32,4832,20000,0
6598,6,32,4832,20000,0
6609,4,32,4832,20000,19955
6609,5,32,4832,20000,0
6609,6,32,4832,20000,0
6616,4,32,4832,20000,19961
6616,5,32,4832,20000,0
6616,6,32,4832,20000,0
6632,4,32,3359,10000,9993
6632,5,32,3359,10000,9990
6632,5,32,4096,100000,99791
6632,6,32,3359,10000,9992
6634,4,32,4832,20000,19940
6634,5,32,4832,20000,0
6634,6,32,4832,20000,0
6636,4,32,3359,20000,19973
6636,5,32,3359,20000,19971
6636,6,32,3359,20000,19972
6651,4,32,4832,20000,19939
6651,5,32,4832,20000,0
6651,6,32,4832,20000,0
6667,4,32,4832,20000,19947
6667,5,32,4832,20000,0
6667,6,32,4832,20000,0
6669,4,32,4832,20000,19943
6669,5,32,4832,20000,0
6669,6,32,4832,20000,0
6676,4,32,3359,20000,19969
6676,5,32,3359,20000,19965
6676,6,32,3359,20000,19971
6680,4,32,4096,100000,99806
6682,4,32,2335,10000,9996
6682,5,32,2335,10000,9996
6682,6,32,2335,10000,9996
6686,4,32,4832,20000,19937
6686,5,32,4832,20000,0
6686,6,32,4832,20000,0
6687,4,32,4096,10000,9983
6687,5,32,4096,110000,109777
6687,6,32,4096,10000,9982
6704,4,32,4832,20000,19950
6704,5,32,4832,20000,0
6704,6,32,4832,20000,0
6716,4,32,3359,20000,19975
6716,5,32,3359,20000,19971
6716,6,32,3359,20000,19982
6721,4,32,4832,20000,19943
6721,5,32,4832,20000,0
6721,6,32,4832,20000,0
6724,4,32,4832,20000,19939
6724,5,32,4832,20000,0
6724,6,32,4832,20000,0
6739,4,32,4832,20000,19939
6739,5,32,4832,20000,1
6739,6,32,4832,20000,0
6753,4,32,4832,10000,9968
6753,5,32,4832,10000,3
6753,6,32,4832,10000,0
6754,4,32,4096,200000,199611
6754,6,32,4096,100000,99827
6757,4,32,3359,20000,19974
6757,4,32,4832,20000,19949
6757,5,32,3359,20000,19977
6757,5,32,4832,20000,4
6757,6,32,3359,20000,19967
6757,6,32,4832,20000,0
6774,4,32,4832,20000,19943
6774,5,32,4832,20000,9
6774,6,32,4832,20000,0
6781,4,32,3359,10000,9985
6781,5,32,3359,10000,9983
6781,6,32,3359,10000,9994
6782,4,32,4832,20000,19952
6782,5,32,4832,20000,24
6782,6,32,4832,20000,0
6785,4,32,2335,10000,9995
6785,5,32,2335,10000,9994
6785,6,32,2335,10000,9994
6792,4,32,4832,20000,19943
6792,5,32,4832,20000,77
6792,6,32,4832,20000,0
6797,4,32,3359,20000,19971
6797,5,32,3359,20000,19979
6797,6,32,3359,20000,19968
6807,5,32,4096,100000,99806
6809,4,32,4832,20000,19946
6809,5,32,4832,20000,181
6809,6,32,4832,20000,0
6827,4,32,4832,20000,19949
6827,5,32,4832,20000,599
6827,6,32,4832,20000,0
6837,4,32,3359,20000,19972
6837,5,32,3359,20000,19967
6837,6,32,3359,20000,19962
6839,4,32,4832,20000,19947
6839,5,32,4832,20000,991
6839,6,32,4832,20000,0
6844,4,32,4832,20000,19947
6844,5,32,4832,20000,1254
6844,6,32,4832,20000,0
6852,4,32,4096,110000,109782
6852,5,32,4096,10000,9980
6852,6,32,4096,10000,9987
6862,4,32,4832,20000,19953
6862,5,32,4832,20000,2923
6862,6,32,4832,20000,0
6877,4,32,3359,20000,19980
6877,5,32,3359,20000,19962
6877,6,32,3359,20000,19977
6880,4,32,4832,20000,19940
6880,5,32,4832,20000,5558
6880,6,32,4832,20000,0
6889,4,32,2335,10000,9995
6889,5,32,2335,10000,9993
6889,6,32,2335,10000,9995
6897,4,32,4832,40000,39887
6897,5,32,4832,40000,16025
6897,6,32,4832,40000,0
6915,4,32,4832,20000,19955
6915,5,32,4832,20000,11723
6915,6,32,4832,20000,0
6917,4,32,3359,20000,19975
6917,5,32,3359,20000,19979
6917,6,32,3359,20000,19982
6930,4,32,3359,10000,9985
6930,5,32,3359,10000,9982
6930,6,32,3359,10000,9977
6932,4,32,4832,20000,19950
6932,5,32,4832,20000,14315
6932,6,32,4832,20000,0
6937,4,32,4096,200000,199605
6937,5,32,4096,200000,199590
6937,6,32,4096,200000,199647
6950,4,32,4832,20000,19957
6950,5,32,4832,20000,16916
6950,6,32,4832,20000,0
6955,4,32,4832,20000,19933
6955,5,32,4832,20000,17379
6955,6,32,4832,20000,0
6957,4,32,3359,20000,19970
6957,5,32,3359,20000,19972
6957,6,32,3359,20000,19976
6967,4,32,4832,30000,29918
6967,5,32,4832,30000,27318
6967,6,32,4832,30000,0
6974,5,32,4096,100000,99815
6982,5,32,4096,100000,99797
6985,4,32,4832,20000,19943
6985,5,32,4832,20000,19288
6985,6,32,4832,20000,0
6997,4,32,3359,20000,19972
6997,5,32,3359,20000,19979
6997,6,32,3359,20000,19972
7003,4,32,4832,20000,19953
7003,5,32,4832,20000,19616
7003,6,32,4832,20000,0
7012,4,32,4832,20000,19953
7012,5,32,4832,20000,19741
7012,6,32,4832,20000,0
7017,4,32,4096,110000,109781
7017,5,32,4096,10000,9978
7017,6,32,4096,10000,9979
7020,4,32,4832,20000,19941
7020,5,32,4832,20000,19856
7020,6,32,4832,20000,0
7037,4,32,3359,20000,19977
7037,5,32,3359,20000,19973
7037,6,32,3359,20000,19976
7038,4,32,4832,20000,19944
7038,5,32,4832,20000,19902
7038,6,32,4832,20000,0
7055,4,32,4832,20000,19941
7055,5,32,4832,20000,19946
7055,6,32,4832,20000,0
7070,4,32,4832,20000,19953
7070,5,32,4832,20000,19934
7070,6,32,4832,20000,0
7073,4,32,4832,20000,19946
7073,5,32,4832,20000,19948
7073,6,32,4832,20000,0
7077,4,32,3359,20000,19968
7077,5,32,3359,20000,19978
7077,6,32,3359,20000,19975
7079,4,32,3359,10000,9989
7079,5,32,3359,10000,9985
7079,6,32,3359,10000,9979
7090,4,32,4832,20000,19939
7090,5,32,4832,20000,19950
7090,6,32,4832,20000,0
7108,4,32,4832,20000,19939
7108,5,32,4832,20000,19943
7108,6,32,4832,20000,0
7117,4,32,3359,20000,19975
7117,5,32,3359,20000,19972
7117,6,32,3359,20000,19973
7121,4,32,4096,200000,199611
7121,5,32,4096,200000,199608
7121,6,32,4096,200000,199649
7126,4,32,4832,20000,19938
7126,5,32,4832,20000,19948
7126,6,32,4832,20000,0
7127,4,32,4832,20000,19937
7127,5,32,4832,20000,19941
7127,6,32,4832,20000,0
7143,4,32,4832,20000,19949
7143,5,32,4832,20000,19954
7143,6,32,4832,20000,0
7156,5,32,4096,100000,99804
7157,4,32,3359,20000,19978
7157,5,32,3359,20000,19971
7157,6,32,3359,20000,19964
7161,4,32,4832,20000,19945
7161,5,32,4832,20000,19945
7161,6,32,4832,20000,0
7178,4,32,4832,20000,19952
7178,5,32,4832,20000,19949
7178,6,32,4832,20000,0
7182,4,32,4096,10000,9982
7182,4,32,4832,10000,9971
7182,5,32,4096,110000,109793
7182,5,32,4832,10000,9972
7182,6,32,4096,10000,9984
7182,6,32,4832,10000,0
7185,4,32,4832,20000,19951
7185,5,32,4832,20000,19951
7185,6,32,4832,20000,0
7196,4,32,4832,20000,19936
7196,5,32,4832,20000,19964
7196,6,32,4832,20000,0
7197,4,32,3359,20000,19974
7197,5,32,3359,20000,19963
7197,6,32,3359,20000,19973
7213,4,32,4832,20000,19947
7213,5,32,4832,20000,19951
7213,6,32,4832,20000,0
7228,4,32,3359,10000,9982
7228,5,32,3359,10000,9985
7228,6,32,3359,10000,9991
7231,4,32,4832,20000,19947
7231,5,32,4832,20000,19948
7231,6,32,4832,20000,0
7237,4,32,3359,20000,19976
7237,5,32,3359,20000,19984
7237,6,32,3359,20000,19981
7243,4,32,4832,20000,19957
7243,5,32,4832,20000,19950
7243,6,32,4832,20000,0
7248,4,32,4832,20000,19938
7248,5,32,4832,20000,19941
7248,6,32,4832,20000,0
7266,4,32,4832,20000,19948
7266,5,32,4832,20000,19944
7266,6,32,4832,20000,0
7277,4,32,3359,20000,19982
7277,5,32,3359,20000,19976
7277,6,32,3359,20000,19979
7284,4,32,4832,20000,19954
7284,5,32,4832,20000,19947
7284,6,32,4832,20000,0
7300,4,32,4832,20000,19953
7300,5,32,4832,20000,19954
7300,6,32,4832,20000,0
7301,4,32,4832,20000,19954
7301,5,32,4832,20000,19943
7301,6,32,4832,20000,0
7305,4,32,4096,100000,99794
7305,5,32,4096,200000,199609
7305,6,32,4096,200000,199593
7317,4,32,3359,20000,19974
7317,5,32,3359,20000,19980
7317,6,32,3359,20000,19972
7319,4,32,4832,20000,19943
7319,5,32,4832,20000,19949
7319,6,32,4832,20000,0
7331,5,32,4096,100000,99812
7336,4,32,4832,20000,19951
7336,5,32,4832,20000,19963
7336,6,32,4832,20000,0
7347,4,32,4096,10000,9980
7347,5,32,4096,10000,9982
7347,6,32,4096,110000,109776
7354,4,32,4832,20000,19959
7354,5,32,4832,20000,19940
7354,6,32,4832,20000,0
7357,4,32,3359,20000,19974
7357,5,32,3359,20000,19970
7357,6,32,3359,20000,19972
7358,4,32,4832,20000,19942
7358,5,32,4832,20000,19941
7358,6,32,4832,20000,0
7371,4,32,4832,20000,19954
7371,5,32,4832,20000,19950
7371,6,32,4832,20000,0
7377,4,32,3359,10000,9988
7377,5,32,3359,10000,9983
7377,6,32,3359,10000,9987
7389,4,32,4832,20000,19955
7389,5,32,4832,20000,19947
7389,6,32,4832,20000,0
7396,4,32,4832,10000,9974
7396,5,32,4832,10000,9978
7396,6,32,4832,10000,0
7397,4,32,3359,20000,19973
7397,5,32,3359,20000,19970
7397,6,32,3359,20000,19976
7407,4,32,4832,20000,19956
7407,5,32,4832,20000,19935
7407,6,32,4832,20000,0
7415,4,32,4832,20000,19951
7415,5,32,4832,20000,19956
7415,6,32,4832,20000,0
7424,4,32,4832,20000,19941
7424,5,32,4832,20000,19940
7424,6,32,4832,20000,0
7437,4,32,3359,20000,19967
7437,5,32,3359,20000,19972
7437,6,32,3359,20000,19971
7442,4,32,4832,20000,19939
7442,5,32,4832,20000,19941
7442,6,32,4832,20000,7
7459,4,32,4832,20000,19943
7459,5,32,4832,20000,19956
7459,6,32,4832,20000,12
7473,4,32,4832,20000,19949
7473,5,32,4832,20000,19935
7473,6,32,4832,20000,31
7477,4,32,3359,20000,19981
7477,4,32,4832,20000,19942
7477,5,32,3359,20000,19971
7477,5,32,4832,20000,19935
7477,6,32,3359,20000,19972
7477,6,32,4832,20000,51
7489,4,32,4096,200000,199632
7489,5,32,4096,200000,199588
7489,6,32,4096,200000,199596
7494,4,32,4832,20000,19943
7494,5,32,4832,20000,19947
7494,6,32,4832,20000,130
7506,5,32,4096,100000,99813
7512,4,32,4096,10000,9972
7512,4,32,4832,20000,19943
7512,5,32,4096,110000,109763
7512,5,32,4832,20000,19945
7512,6,32,4096,10000,9987
7512,6,32,4832,20000,436
7517,4,32,3359,20000,19968
7517,5,32,3359,20000,19975
7517,6,32,3359,20000,19973
7526,4,32,3359,10000,9992
7526,5,32,3359,10000,9988
7526,6,32,3359,10000,9986
7530,4,32,4832,20000,19948
7530,5,32,4832,20000,19946
7530,6,32,4832,20000,1036
7531,4,32,4832,20000,19943
7531,5,32,4832,20000,19940
7531,6,32,4832,20000,1007
7547,4,32,4832,20000,19951
7547,5,32,4832,20000,19926
7547,6,32,4832,20000,1712
7557,4,32,3359,20000,19986
7557,5,32,3359,20000,19970
7557,6,32,3359,20000,19965
7562,4,32,4096,100000,99802
7562,6,32,4096,100000,99820
7565,4,32,4832,20000,19951
7565,5,32,4832,20000,19961
7565,6,32,4832,20000,3270
7582,4,32,4832,20000,19959
7582,5,32,4832,20000,19940
7582,6,32,4832,20000,5433
7588,4,32,4832,20000,19936
7588,5,32,4832,20000,19947
7588,6,32,4832,20000,6319
7597,4,32,3359,20000,19966
7597,5,32,3359,20000,19962
7597,6,32,3359,20000,19979
7600,4,32,4832,20000,19949
7600,5,32,4832,20000,19947
7600,6,32,4832,20000,8218
7610,4,32,4832,10000,9975
7610,5,32,4832,10000,9977
7610,6,32,4832,10000,5199
7617,4,32,4832,20000,19939
7617,5,32,4832,20000,19945
7617,6,32,4832,20000,11263
7635,4,32,4832,20000,19949
7635,5,32,4832,20000,19932
7635,6,32,4832,20000,14053
7637,4,32,3359,20000,19979
7637,5,32,3359,20000,19973
7637,6,32,3359,20000,19978
7646,4,32,4832,20000,19952
7646,5,32,4832,20000,19954
7646,6,32,4832,20000,15759
7653,4,32,4832,20000,19940
7653,5,32,4832,20000,19942
7653,6,32,4832,20000,16261
7670,4,32,4832,20000,19959
7670,5,32,4832,20000,19949
7670,6,32,4832,20000,18016
7673,4,32,4096,200000,199620
7673,5,32,4096,200000,199634
7673,6,32,4096,100000,99793
7675,4,32,3359,10000,9991
7675,5,32,3359,10000,9986
7675,6,32,3359,10000,9985
7677,4,32,3359,20000,19965
7677,4,32,4096,10000,9983
7677,5,32,3359,20000,19971
7677,5,32,4096,10000,9977
7677,6,32,3359,20000,19985
7677,6,32,4096,10000,9984
7680,5,32,4096,100000,99795
7688,4,32,4832,20000,19948
7688,5,32,4832,20000,19945
7688,6,32,4832,20000,18954
7703,4,32,4832,20000,19940
7703,5,32,4832,20000,19930
7703,6,32,4832,20000,19403
7705,4,32,4832,20000,19942
7705,5,32,4832,20000,19944
7705,6,32,4832,20000,19531
7709,4,32,4096,100000,99796
7709,5,32,4096,100000,99806
7709,6,32,4096,100000,99826
7717,4,32,3359,20000,19978
7717,5,32,3359,20000,19973
7717,6,32,3359,20000,19969
7723,4,32,4832,20000,19960
7723,5,32,4832,20000,19950
7723,6,32,4832,20000,19779
7740,4,32,4832,20000,19949
7740,5,32,4832,20000,19943
7740,6,32,4832,20000,19885
7757,4,32,3359,20000,19979
7757,5,32,3359,20000,19973
7757,6,32,3359,20000,19968
7758,4,32,4832,20000,19955
7758,5,32,4832,20000,19932
7758,6,32,4832,20000,19931
7761,4,32,4832,20000,19933
7761,5,32,4832,20000,19944
7761,6,32,4832,20000,19931
7776,4,32,4832,20000,19951
7776,5,32,4832,20000,19944
7776,6,32,4832,20000,19949
7793,4,32,4832,20000,19932
7793,5,32,4832,20000,19945
7793,6,32,4832,20000,19952
7797,4,32,3359,20000,19972
7797,5,32,3359,20000,19985
7797,6,32,3359,20000,19972
7811,4,32,4832,20000,19949
7811,5,32,4832,20000,19949
7811,6,32,4832,20000,19933
7819,4,32,4832,20000,19956
7819,5,32,4832,20000,19943
7819,6,32,4832,20000,19956
7824,4,32,3359,10000,9988
7824,5,32,3359,10000,9988
7824,6,32,3359,10000,9988
7825,4,32,4832,10000,9972
7825,5,32,4832,10000,9963
7825,6,32,4832,10000,9983
7828,4,32,4832,20000,19945
7828,5,32,4832,20000,19939
7828,6,32,4832,20000,19957
7837,4,32,3359,20000,19980
7837,5,32,3359,20000,19977
7837,6,32,3359,20000,19975
7842,4,32,4096,110000,109815
7842,5,32,4096,10000,9975
7842,6,32,4096,10000,9982
7846,4,32,4832,20000,19954
7846,5,32,4832,20000,19931
7846,6,32,4832,20000,19932
7855,5,32,4096,100000,99797
7856,4,32,4096,200000,199609
7856,5,32,4096,100000,99787
7856,6,32,4096,100000,99837
7863,4,32,4832,20000,19958
7863,5,32,4832,20000,19939
7863,6,32,4832,20000,19948
7876,4,32,4832,20000,19954
7876,5,32,4832,20000,19952
7876,6,32,4832,20000,19938
7878,4,32,3359,20000,19966
7878,5,32,3359,20000,19973
7878,6,32,3359,20000,19980
7881,4,32,4832,20000,19946
7881,5,32,4832,20000,19946
7881,6,32,4832,20000,19937
7899,4,32,4832,20000,19928
7899,5,32,4832,20000,19946
7899,6,32,4832,20000,19943
7916,4,32,4832,20000,19951
7916,5,32,4832,20000,19950
7916,6,32,4832,20000,19953
7918,4,32,3359,20000,19981
7918,5,32,3359,20000,19966
7918,6,32,3359,20000,19966
7934,4,32,4832,40000,39883
7934,5,32,4832,40000,39892
7934,6,32,4832,40000,39869
7951,4,32,4832,20000,19941
7951,5,32,4832,20000,19954
7951,6,32,4832,20000,19947
7958,4,32,3359,20000,19971
7958,5,32,3359,20000,19962
7958,6,32,3359,20000,19970
7969,4,32,4832,20000,19940
7969,5,32,4832,20000,19934
7969,6,32,4832,20000,19942
7973,4,32,3359,10000,9992
7973,5,32,3359,10000,9987
7973,6,32,3359,10000,9994
7986,4,32,4832,20000,19944
7986,5,32,4832,20000,19930
7986,6,32,4832,20000,19939
7991,4,32,4832,20000,19938
7991,5,32,4832,20000,19946
7991,6,32,4832,20000,19954
7998,4,32,3359,20000,19965
7998,5,32,3359,20000,19973
7998,6,32,3359,20000,19976
8004,4,32,4832,20000,19955
8004,5,32,4832,20000,19945
8004,6,32,4832,20000,19949
8007,4,32,4096,10000,9974
8007,5,32,4096,110000,109796
8007,6,32,4096,10000,9978
8022,4,32,4832,20000,19946
8022,5,32,4832,20000,19952
8022,6,32,4832,20000,19944
8030,5,32,4096,100000,99808
8038,4,32,3359,20000,19978
8038,5,32,3359,20000,19968
8038,6,32,3359,20000,19970
8039,4,32,4832,30000,29903
8039,5,32,4832,30000,29920
8039,6,32,4832,30000,29915
8040,4,32,4096,200000,199603
8040,5,32,4096,200000,199633
8040,6,32,4096,200000,199607
8049,4,32,4832,20000,19938
8049,5,32,4832,20000,19944
8049,6,32,4832,20000,19945
8057,4,32,4832,20000,19944
8057,5,32,4832,20000,19937
8057,6,32,4832,20000,19955
8074,4,32,4832,20000,19933
8074,5,32,4832,20000,19953
8074,6,32,4832,20000,19933
8078,4,32,3359,20000,19972
8078,5,32,3359,20000,19975
8078,6,32,3359,20000,19976
8092,4,32,4832,20000,19953
8092,5,32,4832,20000,19927
8092,6,32,4832,20000,19943
8107,4,32,4832,20000,19959
8107,5,32,4832,20000,19944
8107,6,32,4832,20000,19942
8109,4,32,4832,20000,19941
8109,5,32,4832,20000,19937
8109,6,32,4832,20000,19941
8118,4,32,3359,20000,19969
8118,5,32,3359,20000,19976
8118,6,32,3359,20000,19985
8122,4,32,3359,10000,9986
8122,5,32,3359,10000,9993
8122,6,32,3359,10000,9987
8127,4,32,4832,20000,19960
8127,5,32,4832,20000,19963
8127,6,32,4832,20000,19954
8145,4,32,4832,20000,19942
8145,5,32,4832,20000,19950
8145,6,32,4832,20000,19942
8150,6,32,4096,100000,99800
8158,4,32,3359,20000,19973
8158,5,32,3359,20000,19976
8158,6,32,3359,20000,19972
8162,4,32,4832,20000,19946
8162,5,32,4832,20000,19940
8162,6,32,4832,20000,19941
8164,4,32,4832,20000,19939
8164,5,32,4832,20000,19927
8164,6,32,4832,20000,19937
8171,4,32,4096,110000,109794
8171,5,32,4096,10000,9981
8171,6,32,4096,110000,109794
8180,4,32,4832,20000,19947
8180,5,32,4832,20000,19944
8180,6,32,4832,20000,19940
8197,4,32,4832,20000,19947
8197,5,32,4832,20000,19947
8197,6,32,4832,20000,19949
8198,4,32,3359,20000,19974
8198,5,32,3359,20000,19973
8198,6,32,3359,20000,19970
8205,5,32,4096,100000,99807
8215,4,32,4832,20000,19943
8215,5,32,4832,20000,19936
8215,6,32,4832,20000,19944
8222,4,32,4832,20000,19946
8222,5,32,4832,20000,19941
8222,6,32,4832,20000,19962
8224,4,32,4096,200000,199591
8224,5,32,4096,200000,199592
8224,6,32,4096,100000,99792
8238,4,32,3359,20000,19976
8238,5,32,3359,20000,19971
8238,6,32,3359,20000,19983
8253,4,32,4832,10000,9964
8253,5,32,4832,10000,9979
8253,6,32,4832,10000,9973
8271,4,32,3359,10000,9989
8271,5,32,3359,10000,9989
8271,6,32,3359,10000,9992
8278,4,32,3359,20000,19972
8278,5,32,3359,20000,19977
8278,6,32,3359,20000,19973
8279,4,32,4832,20000,19941
8279,5,32,4832,20000,19948
8279,6,32,4832,20000,19951
8298,5,32,4096,100000,99808
8298,6,32,4096,100000,99787
8318,4,32,3359,20000,19974
8318,5,32,3359,20000,19978
8318,6,32,3359,20000,19971
8336,4,32,4096,10000,9980
8336,5,32,4096,10000,9988
8336,6,32,4096,110000,109787
8337,4,32,4832,20000,19944
8337,5,32,4832,20000,19934
8337,6,32,4832,20000,19956
8358,4,32,3359,20000,19978
8358,5,32,3359,20000,19976
8358,6,32,3359,20000,19972
8379,5,32,4096,100000,99785
8395,4,32,4832,20000,19940
8395,5,32,4832,20000,19942
8395,6,32,4832,20000,19952
8398,4,32,3359,20000,19985
8398,5,32,3359,20000,19971
8398,6,32,3359,20000,19974
8408,4,32,4096,200000,199624
8408,5,32,4096,200000,199616
8408,6,32,4096,100000,99813
8420,4,32,3359,10000,9983
8420,5,32,3359,10000,9982
8420,6,32,3359,10000,9989
8452,4,32,4832,20000,19953
8452,5,32,4832,20000,19945
8452,6,32,4832,20000,19944
8468,4,32,4832,10000,9973
8468,5,32,4832,10000,9977
8468,6,32,4832,10000,9976
8481,4,32,6951,10000,0
8481,5,32,6951,10000,0
8481,6,32,6951,10000,0
8501,4,32,4096,110000,109788
8501,5,32,4096,10000,9978
8501,6,32,4096,10000,9973
8510,4,32,4832,20000,19940
8510,5,32,4832,20000,19943
8510,6,32,4832,20000,19931
8554,5,32,4096,100000,99804
8567,4,32,4832,20000,19941
8567,5,32,4832,20000,19941
