n,N,reps,n_fail
28715247,47,100000,0
4380,54,100000,27933
13959278,75,100000,27
1111,29,100000,30949
34397,9,100000,95
12578,79,100000,21927
13207,39,100000,5459
10678570,8,100000,0
1883476937,18,100000,0
1440822399,44,100000,0
4587367,43,100000,19
454,37,100000,77932
30001,35,100000,1952
558355712,12,100000,0
1681,8,100000,1691
91,50,100000,100000
2850,37,100000,20728
16461252,16,100000,0
138,77,100000,100000
454371491,47,100000,0
5121,28,100000,7028
2184559,49,100000,48
2629746,86,100000,123
9568,32,100000,5155
1084087,85,100000,328
209,48,100000,99739
210,24,100000,74382
3495102949,69,100000,0
21164,51,100000,5836
5299238,81,100000,73
74398,17,100000,172
3353976342,34,100000,0
9436548,11,100000,0
957997,91,100000,420
518,27,100000,49780
28571,41,100000,2849
454371491,46,100000,0
44265190,6,100000,0
496,94,100000,99990
33,94,100000,100000
4782,7,100000,410
1079718661,56,100000,1
4924,93,100000,58299
130,24,100000,89632
1601,70,100000,78417
16214,67,100000,12805
432,49,100000,94159
1129703,22,100000,27
16696,59,100000,9801
12906,39,100000,5731
365,8,100000,7437
1985,72,100000,72949
380,61,100000,99420
162148013,39,100000,0
6105,26,100000,5232
135,43,100000,99938
2005,56,100000,54134
580,67,100000,98151
428,92,100000,99997
2855708,22,100000,14
41779,27,100000,848
6955,73,100000,31428
7495,65,100000,24297
63,62,100000,100000
2362708720,50,100000,0
1814738,21,100000,20
292,15,100000,30417
7522518,90,100000,51
25411,28,100000,1461
227,70,100000,100000
134,62,100000,100000
1440822399,88,100000,0
58287,31,100000,822
20298,85,100000,16226
70,25,100000,99184
1938,13,100000,3876
1664410218,74,100000,0
4701,35,100000,11883
392,65,100000,99656
86,61,100000,100000
3972,40,100000,17895
53382,50,100000,2259
3874448717,48,100000,0
213,84,100000,100000
2431,77,100000,70549
580,95,100000,99968
1577,28,100000,21209
262,28,100000,77548
345,52,100000,98268
20310,94,100000,19528
608785,45,100000,178
39116717,21,100000,1
688913,52,100000,182
4973,11,100000,1067
86,12,100000,55114
245,6,100000,5987
50091295,27,100000,2
34062,59,100000,4874
381,51,100000,96944
672141736,3,100000,0
291,28,100000,73599
27746,82,100000,11395
129782,94,100000,3338
698,65,100000,95375
926,65,100000,89878
10078,33,100000,5094
603,95,100000,99955
5121,5,100000,196
163,66,100000,100000
352,54,100000,98538
1062,50,100000,69135
2230046,59,100000,58
8678,96,100000,41180
2239,88,100000,82344
12132,72,100000,19254
48415,87,100000,7360
21,68,100000,100000
6046,89,100000,47987
392,43,100000,90791
13,11,100000,99832
216,95,100000,100000
1279,92,100000,96483
481,58,100000,97179
5522216,60,100000,39
3890125,72,100000,69
1466,86,100000,92061
16860,63,100000,10842
4510,69,100000,40726
59069348,82,100000,3
3332,87,100000,67848
79143,61,100000,2283
144,93,100000,100000
645001739,61,100000,0
3523,14,100000,2595
15796573,28,100000,1
2087902676,69,100000,0
458,66,100000,99288
303,42,100000,94952
3088588424,82,100000,0
568,32,100000,58715
127135,90,100000,3000
26,41,100000,100000
7947,7,100000,235
1540,9,100000,2294
91425,17,100000,144
4736,64,100000,34903
131,9,100000,24355
678,66,100000,96129
2513391550,98,100000,0
93328,76,100000,2965
3244,80,100000,62562
81,35,100000,99982
981,38,100000,51757
50091295,68,100000,3
272530,35,100000,195
848,34,100000,48756
2367,23,100000,10232
120,48,100000,99995
6411,46,100000,14971
416,41,100000,86874
7000,76,100000,33530
43483,48,100000,2535
792,6,100000,1869
28018,47,100000,3773
294755087,37,100000,0
2987,53,100000,37277
220,73,100000,100000
332,69,100000,99957
11862,81,100000,23755
4511,19,100000,3764
1359922,28,100000,16
284,52,100000,99336
36920,31,100000,1225
8678,13,100000,863
1891098,89,100000,209
31308,4,100000,19
4130,97,100000,67821
80791,40,100000,1013
586,82,100000,99723
310,95,100000,100000
6249041,46,100000,22
9201,43,100000,9275
345,95,100000,100000
3050,12,100000,2180
732849,50,100000,161
26443114,71,100000,6
4423,18,100000,3421
131,15,100000,56459
1970670,91,100000,241
5544,59,100000,26687
289,33,100000,84896
10678570,80,100000,28
585,52,100000,90408
934675126,87,100000,0
3050,24,100000,8494
945,99,100000,99489
284,6,100000,5314
1283,99,100000,97970
2276480,47,100000,47
3,13,100000,100000
195981,57,100000,805
677,78,100000,99009
1057695407,75,100000,1
16860,43,100000,5081
2740399,31,100000,21
751,93,100000,99708
21,13,100000,99155
1042,56,100000,77704
1182,52,100000,67939
4090,7,100000,533
9568,7,100000,221
105186950,43,100000,3
557,89,100000,99936
20101,31,100000,2286
43362303,60,100000,3
31502,8,100000,101
85,8,100000,28863
9112,96,100000,39337
4799,44,100000,17827
824,90,100000,99375
524881175,90,100000,0
3022,97,100000,79024
103,88,100000,100000
677,46,100000,78952
926,89,100000,98716
29134,70,100000,8000
445,47,100000,91863
1088,49,100000,66296
153043,36,100000,441
6165,95,100000,51914
5987,90,100000,49141
3971125,42,100000,24
458,23,100000,43059
45369,32,100000,1090
295947,70,100000,773
432,40,100000,84480
2323881,31,100000,28
272530,39,100000,281
477,37,100000,76108
487,69,100000,99397
792612239,72,100000,0
1126,88,100000,97039
25478,97,100000,16677
173,95,100000,100000
20733,63,100000,8979
3748,35,100000,14776
12578,83,100000,23748
36831,53,100000,3588
2673684247,33,100000,0
1731,79,100000,83809
277083932,56,100000,2
95,82,100000,100000
307157615,6,100000,0
483349241,65,100000,1
2687,69,100000,58265
252,55,100000,99833
188,95,100000,100000
3051,16,100000,3849
23367523,31,100000,1
1617,48,100000,50434
6647576,53,100000,22
427131015,4,100000,0
6105,84,100000,43546
7794,80,100000,33626
132484,59,100000,1253
9055515,71,100000,31
203404946,79,100000,3
385310784,56,100000,0
421,31,100000,67658
915610356,97,100000,0
224,61,100000,99985
260,33,100000,87880
58098,75,100000,4656
43910,24,100000,678
105186950,82,100000,4
377451517,45,100000,0
569981753,22,100000,0
15,88,100000,100000
326746732,76,100000,0
109,45,100000,99999
184,93,100000,100000
1513,23,100000,15217
645,25,100000,37724
2610,25,100000,10993
39,87,100000,100000
1317,67,100000,81793
418418732,64,100000,2
663,89,100000,99795
127135,60,100000,1329
6105,89,100000,47430
777,48,100000,77161
35429,47,100000,2953
586,66,100000,97809
5430,54,100000,23252
12132,7,100000,171
19905,90,100000,18269
712,72,100000,97503
11837583,50,100000,9
27476,13,100000,261
62412,38,100000,1077
124541,18,100000,121
240832,58,100000,630
4799,62,100000,32578
32494697,89,100000,12
5171,86,100000,50632
2414,26,100000,12481
1411433635,36,100000,0
28,59,100000,100000
91425,92,100000,4560
14281,3,100000,32
53906,55,100000,2822
652,90,100000,99827
1610,16,100000,7186
40092,62,100000,4553
12,29,100000,100000
204227,56,100000,748
72,12,100000,62324
1891,82,100000,83298
37192,15,100000,305
33999,86,100000,10217
37557,26,100000,812
3710,43,100000,21619
2210,59,100000,54254
71,20,100000,94861
1715,64,100000,69685
2482,71,100000,63853
475406,14,100000,15
1088,80,100000,94822
1807425182,43,100000,0
1084087,69,100000,192
4253,38,100000,15268
463,15,100000,20413
6249041,51,100000,24
61554832,30,100000,0
199256051,19,100000,0
900563,66,100000,255
18590,80,100000,15749
322,47,100000,96954
19143,29,100000,2045
251,39,100000,95590
10945,77,100000,23418
1343,73,100000,86412
11172,20,100000,1756
915610356,58,100000,0
128,99,100000,100000
3298858,72,100000,87
230176744,84,100000,0
408,23,100000,46541
25164,46,100000,4150
733,80,100000,98876
572288,9,100000,4
176,70,100000,100000
1891,62,100000,63625
2372268,19,100000,6
246,94,100000,100000
1784,70,100000,74542
8264,59,100000,18787
105612,57,100000,1456
14562,95,100000,26306
62,90,100000,100000
359,4,100000,1715
28571,27,100000,1240
1084087,15,100000,10
51,3,100000,5822
32439,82,100000,9824
308400,83,100000,1113
39437,39,100000,1827
18053,5,100000,64
47017,6,100000,31
1966,92,100000,88425
168970780,90,100000,4
49370,33,100000,1032
4554,23,100000,5400
265,64,100000,99972
531,14,100000,15853
19331,16,100000,585
1860,26,100000,16096
6287,19,100000,2631
1664410218,7,100000,0
5814,72,100000,35902
163,13,100000,38767
720,9,100000,4989
5431,87,100000,49841
273,91,100000,100000
42227,74,100000,6313
34062,36,100000,1762
574,89,100000,99923
23462,79,100000,12396
36118,75,100000,7470
38318845,67,100000,3
257,79,100000,99998
18247896,54,100000,6
39437,51,100000,3203
122,19,100000,77272
678,19,100000,22330
338,67,100000,99905
396,35,100000,78552
5325,36,100000,11265
747,46,100000,75585
170,59,100000,99999
493413503,55,100000,0
472,90,100000,99991
99,79,100000,100000
386869,71,100000,617
10146,99,100000,38224
3674,80,100000,58280
420111,28,100000,95
4253,33,100000,11734
6287,59,100000,23930
1891,40,100000,33948
609,52,100000,89254
4599,95,100000,62380
396,55,100000,98003
17948,49,100000,6311
63024,32,100000,771
2431,64,100000,56842
98,28,100000,98629
170,53,100000,99991
7718,59,100000,20023
208480,41,100000,376
776445157,30,100000,0
371248,34,100000,149
294755087,25,100000,0
9023,70,100000,23345
199256051,31,100000,0
1852524,49,100000,71
46107,56,100000,3262
6932,34,100000,7822
37557,22,100000,575
703257,47,100000,132
636,72,100000,98445
216377189,16,100000,0
3423812583,45,100000,0
540,85,100000,99911
11078,57,100000,13370
31811,56,100000,4749
795819,40,100000,71
386869,74,100000,702
279,14,100000,28353
1111,34,100000,39873
28831,61,100000,6244
2987,28,100000,11825
313553227,82,100000,1
9568,65,100000,19403
90,4,100000,6498
341873,57,100000,497
8427,38,100000,7846
454371491,49,100000,1
257,50,100000,99401
12854731,55,100000,14
2104,43,100000,35106
6511984,29,100000,10
83851722,51,100000,2
22055,14,100000,417
4207361924,55,100000,0
1057695407,87,100000,1
1891098,50,100000,70
1978,19,100000,8201
62,71,100000,100000
891,23,100000,24800
11127896,81,100000,30
24200,79,100000,11937
69938,75,100000,3960
163,52,100000,99985
289,78,100000,99998
27555772,13,100000,0
87,69,100000,100000
2586,7,100000,771
1540,55,100000,62312
23964,64,100000,8151
1643,55,100000,59842
103,51,100000,100000
4154,80,100000,53393
2131376828,91,100000,0
21966593,33,100000,1
8002271,9,100000,0
6785992,86,100000,47
373,46,100000,94542
125,79,100000,100000
56604,72,100000,4276
28831,90,100000,12734
82141380,21,100000,1
281,44,100000,97197
2362708720,22,100000,0
9757,95,100000,36536
190,12,100000,29677
11407,90,100000,29902
72,27,100000,99663
1105,66,100000,86224
81,86,100000,100000
562,43,100000,80795
340495385,60,100000,0
183,79,100000,100000
1476774,78,100000,189
586,30,100000,53064
524881175,18,100000,0
2867,33,100000,17018
34062,22,100000,682
196,50,100000,99893
400,47,100000,94058
1172493821,19,100000,0
7068,22,100000,3306
207640228,43,100000,0
1909,45,100000,40856
6474,42,100000,12566
463832380,50,100000,2
70,36,100000,100000
3165656,11,100000,1
47088222,89,100000,4
403148,27,100000,86
45186876,56,100000,4
719,99,100000,99910
16373,8,100000,162
39274,47,100000,2786
22163,4,100000,15
785,30,100000,42893
816,43,100000,67805
763685,48,100000,140
272530,34,100000,226
1106660,57,100000,140
650,21,100000,27669
974003826,66,100000,0
126622757,98,100000,3
2011703,8,100000,2
15796573,33,100000,5
3971125,92,100000,103
12334,14,100000,755
19520,71,100000,12044
1586,69,100000,77806
42649,29,100000,959
386869,86,100000,996
8345,36,100000,7252
3397,38,100000,18658
2230046,21,100000,10
3050,69,100000,53987
915610356,90,100000,0
123,32,100000,98802
273,94,100000,100000
4493798,90,100000,80
2903421395,99,100000,0
4121543458,49,100000,0
214,26,100000,79558
65745,67,100000,3380
46,52,100000,100000
332,47,100000,96833
15474367,22,100000,0
2267306361,76,100000,0
6666,33,100000,7620
691,93,100000,99839
115,96,100000,100000
61554832,44,100000,1
2431,45,100000,33478
77529,77,100000,3846
67114,32,100000,737
3037832,17,100000,4
2087902676,84,100000,0
477,31,100000,63066
2210,52,100000,45431
183489647,51,100000,0
2906,11,100000,1856
11296,3,100000,26
44444,51,100000,2940
101348,41,100000,811
301,22,100000,54482
15536,42,100000,5450
2053591,45,100000,43
10346,61,100000,16221
33079,64,100000,5883
516255,58,100000,323
92,32,100000,99781
795819,34,100000,57
377,45,100000,93553
132484,96,100000,3364
97,14,100000,62708
650,53,100000,88599
769,61,100000,91406
52199007,70,100000,5
255159291,89,100000,0
14605,50,100000,7988
3905,20,100000,4737
568,96,100000,99982
12385,73,100000,19108
93,77,100000,100000
94,72,100000,100000
10550,4,100000,64
15593,76,100000,16676
992,6,100000,1503
1570,80,100000,87008
698,90,100000,99722
6538,74,100000,34015
658,60,100000,93736
1252316,60,100000,141
297,88,100000,100000
244856371,73,100000,0
495409,12,100000,12
1036121366,91,100000,1
1665,17,100000,7881
91056707,56,100000,2
5273,63,100000,31051
942,82,100000,97396
2344,27,100000,13797
12084064,50,100000,10
1079718661,73,100000,0
7068,89,100000,42607
4690,93,100000,60072
448,60,100000,98384
155,58,100000,100000
3235,73,100000,56183
2513391550,59,100000,0
1495,90,100000,93518
28,97,100000,100000
63643,61,100000,2948
428859,43,100000,196
8763,69,100000,23610
16,5,100000,50112
333550228,54,100000,0
53,93,100000,100000
19143,7,100000,95
645,18,100000,21153
8338985,83,100000,31
432,5,100000,2290
4295,74,100000,46822
66843950,32,100000,1
220882579,5,100000,0
732849,42,100000,131
3509245,8,100000,2
2044,55,100000,51746
5758,43,100000,14683
658,70,100000,97719
87379985,33,100000,0
1014987376,72,100000,0
46314,90,100000,8254
12214,18,100000,1261
13207,7,100000,152
572288,60,100000,300
13733,55,100000,10144
301,3,100000,963
1438,10,100000,3063
430,91,100000,99993
340495385,35,100000,0
51341,17,100000,262
28,14,100000,98082
9568,85,100000,31321
954,84,100000,97685
825963302,15,100000,0
39116717,30,100000,1
5483,81,100000,44921
2926,95,100000,78586
1014987376,94,100000,1
212821,56,100000,695
1019094,25,100000,32
31,60,100000,100000
93,73,100000,100000
22423980,48,100000,6
18,79,100000,100000
18,60,100000,100000
4511,82,100000,52509
732849,35,100000,91
496,44,100000,86151
7794,8,100000,372
2299,89,100000,82178
9873,93,100000,35322
19712,83,100000,15905
238,20,100000,56033
64,67,100000,100000
420111,45,100000,226
503687321,28,100000,0
25,49,100000,100000
369752557,56,100000,1
1577,83,100000,88991
292,14,100000,27381
621,56,100000,92233
240832,19,100000,78
9475,9,100000,397
65,20,100000,96156
21164,4,100000,25
21523,31,100000,2108
67114,24,100000,437
68235770,43,100000,2
4053812,41,100000,15
165524247,8,100000,0
4121543458,27,100000,0
24449,10,100000,184
49,8,100000,45048
14605,62,100000,12073
5660,66,100000,31831
919315,48,100000,139
4701,25,100000,6297
776445157,65,100000,0
11127896,30,100000,3
4466,62,100000,34798
1278392,96,100000,367
32,76,100000,100000
225481779,3,100000,0
87379985,81,100000,1
64899,59,100000,2647
24958,28,100000,1457
2390,7,100000,836
1267,82,100000,93125
3971125,38,100000,16
96863890,85,100000,7
825963302,24,100000,0
3231571,41,100000,18
896934455,57,100000,0
4419,57,100000,30371
688913,53,100000,219
9436548,81,100000,32
69938,66,100000,3051
481,74,100000,99730
287,5,100000,3450
11596129,85,100000,39
11172,35,100000,5259
336,61,100000,99693
1852524,24,100000,9
1909,28,100000,18067
77529,17,100000,165
3111,80,100000,63837
60610,51,100000,2163
934675126,53,100000,0
558355712,73,100000,0
17581,38,100000,3873
28,38,100000,100000
755,15,100000,13289
24857797,7,100000,0
2729355498,51,100000,0
75641832,83,100000,9
9281,37,100000,7036
9201,58,100000,16568
114,95,100000,100000
72587538,88,100000,3
19015720,89,100000,14
59437,29,100000,684
89199404,36,100000,0
2285,52,100000,44605
942,96,100000,99340
16872,82,100000,18009
37,34,100000,100000
159,36,100000,98642
998307,34,100000,63
268,43,100000,97090
2003596541,28,100000,0
5637200,58,100000,33
141,26,100000,91400
350,61,100000,99622
307157615,62,100000,1
896934455,98,100000,0
58,52,100000,100000
217252,51,100000,607
51134293,86,100000,3
475406,11,100000,9
12084064,61,100000,17
24437,45,100000,4040
40,60,100000,100000
89199404,22,100000,1
85944,8,100000,46
815,95,100000,99664
36473,37,100000,1815
6674,63,100000,25559
350,94,100000,100000
4829,67,100000,36878
308400,77,100000,939
9475,20,100000,2056
1564625510,24,100000,0
1326815376,23,100000,0
2390,75,100000,69030
7710,73,100000,29091
80465925,64,100000,1
14004,16,100000,883
4329,45,100000,20475
61554832,25,100000,0
12701,77,100000,20704
2926,32,100000,15573
2523561,78,100000,97
45,55,100000,100000
98,50,100000,100000
62836522,87,100000,5
9292,38,100000,7143
281,20,100000,50287
5660,3,100000,58
2559,9,100000,1386
2189,96,100000,88024
1501448461,69,100000,0
1182,87,100000,96002
25903749,35,100000,2
56684223,83,100000,6
18772,55,100000,7502
340495385,44,100000,0
156230,77,100000,1936
356258,64,100000,570
373,48,100000,95765
147,91,100000,100000
1538913,9,100000,3
486,13,100000,15003
18,66,100000,100000
10245,9,100000,322
3298858,29,100000,18
329,33,100000,80932
18703,50,100000,6401
298,33,100000,84154
2087902676,59,100000,0
19411664,92,100000,18
760607838,58,100000,1
36920,12,100000,176
25411,47,100000,4231
271432191,67,100000,0
48263,23,100000,491
633,58,100000,93128
236,38,100000,95791
62836522,86,100000,5
59,93,100000,100000
5105,74,100000,41276
38473,47,100000,2800
3509245,46,100000,33
24200,89,100000,14982
36831,73,100000,6871
57160,92,100000,6955
22423980,77,100000,13
3656905,67,100000,65
5430,62,100000,29376
586,44,100000,81049
92,81,100000,100000
224,27,100000,80290
4294967296,31,100000,0
44265190,75,100000,7
1052,55,100000,76112
1242,34,100000,36751
244856371,75,100000,1
719,76,100000,98367
377,6,100000,3879
1783,40,100000,35698
5814,18,100000,2652
63643,84,100000,5404
13079,25,100000,2257
33079,46,100000,3044
608785,73,100000,445
634402,78,100000,495
1383,14,100000,6344
9474,7,100000,204
13122391,26,100000,2
36021554,59,100000,4
3364,76,100000,57451
1446652,58,100000,95
216377189,28,100000,0
36831,31,100000,1276
30295,99,100000,14629
917,47,100000,69869
1712,51,100000,53000
581849869,11,100000,0
585,3,100000,509
518,98,100000,99994
5121,24,100000,5332
1388238,25,100000,22
7522518,36,100000,9
1938,28,100000,17831
138,96,100000,100000
147,56,100000,100000
487,92,100000,99990
6864,96,100000,48399
50091295,66,100000,3
60,72,100000,100000
7398,58,100000,20077
4924,39,100000,14128
20,17,100000,99993
33171299,98,100000,13
21518536,43,100000,6
30295,88,100000,11744
2232,48,100000,39835
2903421395,45,100000,0
16373,59,100000,9973
162804,99,100000,2950
1783,66,100000,70413
766,51,100000,81683
85944,68,100000,2600
10,14,100000,100000
712,84,100000,99406
1042,43,100000,58341
39437,90,100000,9739
4782,82,100000,50456
6932,22,100000,3296
58859,82,100000,5378
16056,35,100000,3712
29709,69,100000,7541
53501,57,100000,2924
313,12,100000,19253
1947,63,100000,63725
19411664,84,100000,16
14546648,97,100000,32
191210414,43,100000,0
1603666,86,100000,228
291,26,100000,68355
6955,41,100000,11314
8427,74,100000,27673
165524247,76,100000,2
270,45,100000,97972
61554832,6,100000,0
1852524,23,100000,21
260472198,54,100000,0
62836522,94,100000,5
49370,29,100000,744
658,50,100000,85127
5273,61,100000,29224
1586,99,100000,95662
164,27,100000,89702
158,81,100000,100000
396,89,100000,99998
9757,70,100000,22237
313553227,44,100000,1
147,6,100000,9755
6927289,21,100000,3
2221059625,49,100000,0
277083932,95,100000,2
2687,72,100000,61662
3451,87,100000,66486
5871,62,100000,27542
19712,10,100000,234
203,79,100000,100000
25411,80,100000,11706
392,41,100000,88491
74,43,100000,100000
35767,25,100000,832
21314,86,100000,15733
473490263,22,100000,0
12578,10,100000,358
12214,98,100000,32450
11187,95,100000,32954
89,76,100000,100000
10,44,100000,100000
266971,54,100000,548
212,40,100000,98019
732849,20,100000,22
36831,13,100000,204
2906,76,100000,62874
68511,40,100000,1114
3178,6,100000,507
28,17,100000,99784
472,88,100000,99983
755,18,100000,18530
21734,35,100000,2633
487,39,100000,79125
251,56,100000,99862
2729355498,16,100000,0
13207,51,100000,9326
19331,86,100000,17395
5430,4,100000,131
475406,56,100000,325
114225172,11,100000,0
3423812583,93,100000,0
7218771,84,100000,46
335,52,100000,98426
24437,35,100000,2400
963,94,100000,99108
3826,78,100000,54471
23950,38,100000,2967
503687321,77,100000,1
882194,27,100000,44
30893,36,100000,1996
1057695407,31,100000,0
51341,87,100000,6967
26423,50,100000,4635
2105,76,100000,74512
1317,32,100000,31713
1157,59,100000,77783
137502856,82,100000,4
48068690,77,100000,11
122,92,100000,100000
1283,46,100000,55762
2323881,25,100000,10
163,95,100000,100000
2635,87,100000,76088
6287,41,100000,12301
35419,87,100000,10006
17223,19,100000,983
792612239,92,100000,1
2314516042,38,100000,0
8168893,27,100000,3
1822,87,100000,87597
91056707,22,100000,1
84191,7,100000,26
7068,23,100000,3539
18409,7,100000,119
11078,6,100000,155
36021554,6,100000,0
270,15,100000,32714
11596129,19,100000,3
1507523,11,100000,3
936,50,100000,73695
10038368,61,100000,13
36,51,100000,100000
3820,67,100000,44118
131950713,23,100000,0
6165,5,100000,164
4090,41,100000,18207
155,93,100000,100000
560614,57,100000,304
41410,76,100000,6643
116,6,100000,12516
365,61,100000,99472
2462125363,15,100000,0
46,23,100000,99853
15220,75,100000,16645
347585155,28,100000,0
378978,76,100000,811
568,4,100000,1041
48890,10,100000,94
262,94,100000,100000
19,55,100000,100000
7569,91,100000,41909
507,64,100000,98463
1160,38,100000,45777
246,73,100000,99998
3111,39,100000,21235
64144900,71,100000,3
934675126,91,100000,1
18772,87,100000,18026
1171,20,100000,14924
46314,46,100000,2153
720,30,100000,45747
428,69,100000,99702
326746732,86,100000,1
5022,5,100000,196
240832,32,100000,194
8936,6,100000,161
1922694551,63,100000,0
1814738,36,100000,33
1643,91,100000,92073
140365930,36,100000,0
85944,28,100000,420
340495385,54,100000,0
302109,53,100000,476
260472198,44,100000,0
28715247,16,100000,1
240,99,100000,100000
3582314,68,100000,62
29923510,26,100000,0
26993711,47,100000,2
59069348,13,100000,0
37,44,100000,100000
2751,63,100000,51026
57721,70,100000,4262
954,41,100000,58147
2992,69,100000,54741
26550,15,100000,385
926,21,100000,20418
273,30,100000,80655
7569,15,100000,1306
1359922,23,100000,18
2276480,80,100000,127
123,5,100000,7795
192,95,100000,100000
84,79,100000,100000
152426916,35,100000,1
2096350,71,100000,126
14004,44,100000,6411
23501,79,100000,12383
5702,21,100000,3585
27555772,49,100000,1
20310,5,100000,47
1061975,86,100000,352
1538913,39,100000,48
120,54,100000,100000
510,84,100000,99934
2619148535,47,100000,0
2729355498,13,100000,0
272530,41,100000,313
46107,44,100000,1965
934675126,66,100000,0
10653,16,100000,1132
139,72,100000,100000
945,68,100000,91627
37557,84,100000,8838
21948,91,100000,17107
706,23,100000,30094
43910,90,100000,8826
354822546,8,100000,0
1014987376,18,100000,0
424,39,100000,83401
14850,73,100000,16309
20649652,67,100000,10
20733,30,100000,2112
1586,31,100000,25468
8104,14,100000,1172
158,22,100000,78347
87733,90,100000,4454
231108,54,100000,624
4,20,100000,100000
246,43,100000,98000
5071,48,100000,19994
21164,18,100000,732
183489647,68,100000,0
7398,90,100000,41869
1382644319,28,100000,0
17025,42,100000,4895
356258,56,100000,441
2822,8,100000,983
17223,55,100000,8204
4130,24,100000,6549
28851,57,100000,5389
2019,45,100000,39103
22890890,83,100000,22
51841,40,100000,1396
183,90,100000,100000
176,82,100000,100000
4138220,99,100000,127
5409579,24,100000,5
926,16,100000,12043
347585155,69,100000,0
652,27,100000,42285
209,90,100000,100000
48068690,39,100000,1
28851,49,100000,4002
39116717,40,100000,1
271432191,56,100000,1
432,51,100000,95330
204227,23,100000,122
1784,64,100000,68000
957997,72,100000,258
172489077,26,100000,0
57864497,74,100000,4
23501,34,100000,2396
2482,6,100000,603
5591,9,100000,655
3674,26,100000,8458
20649652,44,100000,2
82473,48,100000,1345
800,64,100000,92325
12214,84,100000,24728
61205,29,100000,646
1538913,62,100000,122
846573,50,100000,153
60021,18,100000,269
200062,9,100000,14
24350767,71,100000,11
1356,49,100000,58476
24,84,100000,100000
14705,77,100000,18036
13337,42,100000,6187
4329,46,100000,21575
5105,61,100000,30077
2850,10,100000,1617
1292,93,100000,96581
623,36,100000,64350
107811,87,100000,3426
176080631,27,100000,0
74098950,87,100000,6
436,51,100000,95229
31831896,43,100000,4
611,43,100000,78101
465709,41,100000,168
207640228,32,100000,0
26443114,10,100000,0
179,8,100000,14706
5522216,88,100000,56
3037832,78,100000,96
15746,40,100000,4786
12096,67,100000,16605
270,80,100000,100000
60299285,82,100000,5
82,52,100000,100000
2104,86,100000,82830
1883476937,11,100000,0
735,61,100000,92234
9568,95,100000,36922
2421664,97,100000,174
77,45,100000,100000
14605,72,100000,15981
33861990,3,100000,0
183,52,100000,99968
343,28,100000,67908
3582314,62,100000,40
29431,33,100000,1765
598,37,100000,67781
66843950,29,100000,4
8104,78,100000,30894
3567,51,100000,30350
231108,40,100000,322
33079,59,100000,4991
1570,33,100000,28605
57864497,63,100000,4
54435,69,100000,4191
4380,16,100000,2651
11862,32,100000,3955
73,54,100000,100000
54970,99,100000,8355
37689,15,100000,307
13175,50,100000,8926
2640,42,100000,28245
769,4,100000,760
3464,15,100000,3017
4599,81,100000,50562
2461,62,100000,53941
67114,89,100000,5593
39116717,46,100000,1
8025,86,100000,36555
6,52,100000,100000
15536,33,100000,3374
33079,79,100000,8826
17532,78,100000,15638
885,42,100000,62539
8870808,35,100000,7
51341,65,100000,3975
18772,76,100000,14017
3972,67,100000,42916
18772,88,100000,18501
3367547,7,100000,1
4877,27,100000,6996
124040005,28,100000,0
372,86,100000,99994
64,54,100000,100000
87733,51,100000,1426
409884155,24,100000,0
18627852,36,100000,2
1438,47,100000,53183
2189,69,100000,66110
762,89,100000,99539
87733,89,100000,4446
3955122195,26,100000,0
30,92,100000,100000
14562,66,100000,13686
10863,58,100000,14256
15158733,48,100000,8
1183,55,100000,72283
17223,77,100000,15558
179,15,100000,45254
2421664,5,100000,0
33403,52,100000,3897
271432191,7,100000,0
795819,83,100000,429
82473,62,100000,2373
103041429,66,100000,1
249954752,17,100000,0
3025589822,37,100000,0
703257,82,100000,485
5754577,37,100000,16
316,31,100000,78251
16214,10,100000,269
1734444275,40,100000,0
11359600,32,100000,5
47,64,100000,100000
4380,36,100000,13607
93,72,100000,100000
4829,76,100000,44786
503687321,81,100000,1
26166,38,100000,2614
24919,94,100000,16026
64268,16,100000,188
1470823094,6,100000,0
35,14,100000,95017
15142,59,100000,10589
6927289,41,100000,13
2411904862,27,100000,0
52350,66,100000,4184
1985,46,100000,40877
8264,74,100000,27733
188,48,100000,99880
686137020,96,100000,0
35,59,100000,100000
51841,93,100000,7948
9292,48,100000,11419
244856371,34,100000,0
1495,3,100000,208
118,15,100000,60481
3495102949,53,100000,0
1042,72,100000,91914
17025,63,100000,10911
23367523,28,100000,1
3971125,41,100000,25
199256051,87,100000,5
2963876216,98,100000,0
125,76,100000,100000
149922,80,100000,2056
245847,18,100000,71
5377,87,100000,50274
1610,62,100000,69604
21523,21,100000,963
6927289,69,100000,46
292,74,100000,99993
63,81,100000,100000
4253,88,100000,59430
362210635,14,100000,0
631845500,4,100000,0
934675126,11,100000,0
12,61,100000,100000
5777,12,100000,1118
307,70,100000,99988
3971125,47,100000,24
6474,74,100000,34432
878639490,6,100000,0
54435,5,100000,20
705,97,100000,99897
14849537,62,100000,13
90,73,100000,100000
2786185932,10,100000,0
1088,97,100000,98724
11407,69,100000,18620
4690,12,100000,1484
2096350,43,100000,52
14850,50,100000,7774
4510,90,100000,59406
7710,59,100000,19904
85944,81,100000,3708
1633,72,100000,79457
7,70,100000,100000
63090,75,100000,4414
12335677,96,100000,36
18957,8,100000,131
4402137,72,100000,46
3178,80,100000,63223
2230046,48,100000,59
1854,33,100000,25040
3173,12,100000,2154
40092,66,100000,5164
