n,N,reps,n_fail
119031470,69,100000,2
25903749,74,100000,7
4782,8,100000,553
1062,72,100000,91549
5071,78,100000,44879
2673684247,88,100000,1
79,4,100000,7339
428,18,100000,30429
403148,71,100000,562
385310784,79,100000,1
135,95,100000,100000
42642,52,100000,2989
35075,6,100000,34
413,30,100000,65901
9436548,94,100000,38
118,5,100000,8315
9055515,56,100000,27
8427,75,100000,28288
2314516042,98,100000,0
326746732,81,100000,1
3451,23,100000,7216
15220,97,100000,26326
385310784,8,100000,0
1630460885,65,100000,0
50293,70,100000,4636
172,52,100000,99970
526,95,100000,99994
926,50,100000,74138
586,16,100000,18630
52,87,100000,100000
1501448461,16,100000,0
35419,58,100000,4518
50091295,74,100000,4
212,9,100000,15632
17223,93,100000,22030
1218,71,100000,87318
309,20,100000,46676
378978,43,100000,254
87733,78,100000,3338
29,80,100000,100000
19015720,99,100000,17
260472198,35,100000,1
45659,3,100000,7
60543,26,100000,568
207640228,25,100000,0
273,56,100000,99750
12854731,51,100000,10
3934,44,100000,21342
627,57,100000,92700
3381,95,100000,73834
441,23,100000,44312
13395624,27,100000,4
3971125,45,100000,36
740,79,100000,98638
1525,9,100000,2272
549179,17,100000,18
424,91,100000,99998
7522518,53,100000,23
1088,10,100000,3934
2414,64,100000,56890
1388238,5,100000,2
37192,40,100000,1987
59,91,100000,100000
1909,22,100000,11540
11978,72,100000,18987
4587367,38,100000,16
103,53,100000,100000
5430,75,100000,40251
9023,29,100000,4350
4644,86,100000,54716
5777,85,100000,46221
981,86,100000,97793
25,4,100000,22373
10503,96,100000,35069
30670,15,100000,336
14249937,48,100000,7
1601,68,100000,76469
6537,97,100000,51117
896934455,67,100000,0
100,69,100000,100000
21966593,70,100000,15
14249937,73,100000,20
41,72,100000,100000
114225172,73,100000,1
529,13,100000,13737
139,86,100000,100000
8168893,40,100000,10
13468,48,100000,7933
328068,44,100000,269
130,76,100000,100000
1985,96,100000,90274
1411433635,88,100000,0
18053,61,100000,9643
52199007,24,100000,0
487,6,100000,3065
9,26,100000,100000
212821,30,100000,205
1748,87,100000,88674
792612239,36,100000,0
26166,62,100000,6969
124040005,70,100000,4
41817,38,100000,1659
203,27,100000,83804
1540,51,100000,56516
12592530,24,100000,2
3795420754,40,100000,0
15796573,26,100000,3
30001,67,100000,7004
14546648,91,100000,31
2934,75,100000,61342
712,67,100000,95987
7870,5,100000,128
350,16,100000,29238
369752557,16,100000,0
10900918,47,100000,17
261526,80,100000,1204
377451517,60,100000,0
134,87,100000,100000
1283,30,100000,28887
134698181,53,100000,0
13674547,75,100000,13
378978,87,100000,1029
1476774,60,100000,128
3050,81,100000,65709
158840645,84,100000,5
21107,38,100000,3247
42,53,100000,100000
1513,69,100000,79364
5121,50,100000,21202
2878,55,100000,40658
1699066442,89,100000,0
4212,94,100000,64903
362210635,68,100000,2
1741462,88,100000,213
1079718661,16,100000,0
89199404,34,100000,1
105186950,40,100000,1
6666,88,100000,43619
1182,5,100000,820
47,60,100000,100000
4138220,64,100000,44
39824,57,100000,3928
88,22,100000,94313
31196,30,100000,1416
17511076,33,100000,3
1343,88,100000,94632
9949,74,100000,23650
38,84,100000,100000
72587538,83,100000,9
33861990,21,100000,1
1440822399,98,100000,1
320082009,62,100000,1
26,59,100000,100000
31811,70,100000,7400
61803,83,100000,5433
30,52,100000,100000
4011,32,100000,11709
183,44,100000,99655
8002271,76,100000,27
47,26,100000,99987
1002,48,100000,68077
505725,95,100000,905
283997,52,100000,482
16860,87,100000,19899
160,3,100000,1882
49069572,57,100000,2
1883476937,25,100000,0
12592530,68,100000,23
3367547,15,100000,8
231108,95,100000,1948
47017,99,100000,9778
882194,59,100000,221
243,18,100000,47446
188,63,100000,99999
9672,36,100000,6368
68511,20,100000,267
207640228,38,100000,1
30,95,100000,100000
3312,7,100000,612
283997,84,100000,1203
169,70,100000,100000
92952683,46,100000,1
26423,95,100000,15621
50,97,100000,100000
882,12,100000,7176
4587367,90,100000,73
1171,83,100000,94901
207,11,100000,23481
184232,50,100000,695
238,88,100000,100000
152426916,45,100000,1
1305011,96,100000,381
72587538,45,100000,2
1507523,85,100000,233
1985,27,100000,16183
257,84,100000,100000
20228457,57,100000,7
4899,18,100000,3092
7839047,79,100000,35
119,40,100000,99936
8034,47,100000,12558
21523,64,100000,9017
19815852,62,100000,12
29313154,83,100000,11
3826,61,100000,38028
39824,51,100000,3193
9055515,28,100000,3
2011703,87,100000,170
349,93,100000,100000
200,71,100000,100000
41008,4,100000,16
117,38,100000,99880
603,74,100000,99061
5320,68,100000,34720
9,67,100000,100000
16461252,46,100000,4
103,24,100000,94593
11078,12,100000,571
6225,35,100000,9146
809115951,82,100000,0
278205,52,100000,473
6785992,92,100000,67
1814738,66,100000,120
4605,10,100000,997
166194,70,100000,1369
80465925,72,100000,3
67114,50,100000,1857
126622757,42,100000,1
1633,74,100000,81463
1637058,38,100000,48
98880783,76,100000,2
98880783,4,100000,0
22055,62,100000,8099
1042,60,100000,82274
3081,82,100000,66172
1715,94,100000,92489
227,43,100000,98576
47,74,100000,100000
139,31,100000,97333
285,83,100000,100000
177,26,100000,85589
16696,86,100000,19676
430,29,100000,61936
782,6,100000,1966
2461,60,100000,51439
35286814,37,100000,0
61,29,100000,99966
252,22,100000,61136
29313154,34,100000,1
4899,39,100000,14060
650,51,100000,86701
256191,19,100000,76
133,41,100000,99909
32626,61,100000,5485
208480,60,100000,796
57,33,100000,99999
8510,54,100000,15429
1495,41,100000,42651
381,13,100000,18798
416,93,100000,99999
370,39,100000,87623
18321,74,100000,13954
115,95,100000,100000
1105,84,100000,96195
1022,76,100000,94363
2513391550,38,100000,0
11862,61,100000,14469
2321,4,100000,257
172,58,100000,99999
909,31,100000,40434
719,46,100000,76918
432,88,100000,99994
35286814,28,100000,4
16056,22,100000,1430
535810211,31,100000,1
40,20,100000,99681
191984,27,100000,185
47088222,67,100000,2
281,22,100000,57113
885,54,100000,80901
302109,64,100000,683
936,39,100000,55110
33731,84,100000,9582
2096350,57,100000,70
36118,85,100000,9459
277083932,38,100000,0
5637200,15,100000,0
1019094,32,100000,48
16125488,25,100000,4
56604,50,100000,2189
1985,82,100000,81629
1495,8,100000,1807
33731,79,100000,8732
13729,92,100000,26123
760607838,35,100000,0
92,42,100000,100000
4212,86,100000,58602
1852524,92,100000,222
832,60,100000,88716
5377,26,100000,5919
69938,87,100000,5127
1157,71,100000,88997
176793,8,100000,9
3165656,46,100000,33
14307,77,100000,18300
5273,21,100000,3879
2934,26,100000,10489
10503,6,100000,141
83,35,100000,99976
720,43,100000,72329
848,24,100000,27804
606332600,63,100000,0
1125150416,78,100000,0
1273240716,16,100000,0
1482,22,100000,14294
100939671,66,100000,4
80791,26,100000,413
93,62,100000,100000
17511076,22,100000,2
18703,73,100000,13089
11632,20,100000,1684
4051,85,100000,58836
3987,39,100000,16865
42,46,100000,100000
55528022,47,100000,1
815,5,100000,1187
72587538,84,100000,9
39,76,100000,100000
5646,5,100000,170
214,55,100000,99947
171,83,100000,100000
10047,85,100000,29873
1852524,56,100000,71
3178,52,100000,34314
2285,5,100000,437
1196907399,88,100000,1
2510,88,100000,78665
62836522,52,100000,5
26993711,58,100000,5
3857,5,100000,247
19143,60,100000,8862
2024,3,100000,136
678,77,100000,98898
22,21,100000,100000
282853353,51,100000,0
57160,70,100000,4090
328068,32,100000,156
832,65,100000,92391
729895723,5,100000,0
4011,49,100000,25465
5212,94,100000,56936
1570,96,100000,94954
4207361924,10,100000,0
1731,87,100000,89008
15746,7,100000,157
40927,14,100000,210
3971125,78,100000,75
19143,11,100000,275
9853,47,100000,10353
172489077,8,100000,0
1633,37,100000,33771
35075,93,100000,11486
3437666,79,100000,84
412,82,100000,99987
1814738,10,100000,3
2855708,23,100000,9
60299285,31,100000,1
340495385,30,100000,0
42642,47,100000,2478
30670,37,100000,2198
14307,93,100000,26000
885,88,100000,98921
66843950,12,100000,1
60021,46,100000,1736
4212,33,100000,11836
42227,18,100000,379
3037832,8,100000,0
8593,70,100000,24619
9281,6,100000,160
661096,22,100000,34
500,85,100000,99946
792612239,89,100000,2
334899,37,100000,185
203,54,100000,99972
6813,94,100000,47388
4701,74,100000,43765
7569,13,100000,1057
138,58,100000,100000
1137,79,100000,93753
9281,84,100000,31593
7552,49,100000,14493
9672,64,100000,18838
33305,76,100000,8312
1370,82,100000,91633
2850,39,100000,22976
1002,44,100000,61689
17704,39,100000,4216
12334,7,100000,166
981,46,100000,65486
1938,38,100000,30863
39,70,100000,100000
529,53,100000,93177
792612239,22,100000,0
46314,57,100000,3367
5898,41,100000,13027
8512619,63,100000,24
7068,28,100000,5164
10460756,88,100000,37
89,60,100000,100000
132484,26,100000,251
320082009,19,100000,0
14546648,82,100000,26
45,46,100000,100000
3905,67,100000,43790
117075,58,100000,1386
5320,8,100000,500
537978,3,100000,0
22381,68,100000,9595
14850,55,100000,9474
53285891,59,100000,3
5299238,46,100000,20
6274,95,100000,51092
1201750,10,100000,6
13600,8,100000,228
15142,85,100000,21094
332,96,100000,99999
729895723,90,100000,1
22423980,68,100000,12
104,88,100000,100000
1671144,51,100000,68
21605,49,100000,5417
782,79,100000,98299
6249041,25,100000,3
4419,60,100000,33062
3152898778,97,100000,0
740,58,100000,89875
277083932,24,100000,0
1196907399,4,100000,0
225481779,97,100000,0
85,97,100000,100000
766,74,100000,97342
942,55,100000,80060
2513391550,45,100000,0
2221059625,48,100000,0
2523561,8,100000,2
3397,12,100000,1955
631845500,37,100000,0
5325,59,100000,27659
558355712,24,100000,0
60021,31,100000,712
13395624,55,100000,9
108,70,100000,100000
1495,54,100000,62056
503687321,75,100000,0
6249041,35,100000,14
36831,25,100000,789
677,20,100000,24494
665,34,100000,57598
2381,53,100000,43949
3748,51,100000,28986
31831896,7,100000,0
45369,44,100000,2070
39053,52,100000,3288
11596129,11,100000,0
21605,75,100000,12110
1637058,31,100000,29
1310,54,100000,67353
12952,76,100000,19477
14605,68,100000,14719
485305,16,100000,21
824,17,100000,15340
33305,22,100000,637
3567,20,100000,5218
370,25,100000,56085
386869,59,100000,394
207,17,100000,49203
9,81,100000,100000
4154,14,100000,2284
12214,19,100000,1390
1860,89,100000,88267
29431,41,100000,2827
225481779,77,100000,0
131950713,51,100000,0
39053,59,100000,4386
6411,97,100000,52005
72,43,100000,100000
30893,92,100000,12689
101348,40,100000,761
146,39,100000,99617
44,57,100000,100000
372,72,100000,99935
47088222,90,100000,14
50838,10,100000,100
96,99,100000,100000
51337,39,100000,1474
44341,10,100000,93
13468,3,100000,19
4053812,58,100000,40
22055,25,100000,1327
454,9,100000,7801
2533,74,100000,65627
13175,38,100000,5217
33,25,100000,100000
11296,37,100000,5800
4090,40,100000,17659
1410,35,100000,34578
1115,89,100000,97355
245847,43,100000,354
12334,20,100000,1599
13395624,71,100000,21
13207,16,100000,878
362,20,100000,41788
2044,91,100000,87029
10288,7,100000,185
218,3,100000,1346
608785,74,100000,477
222,40,100000,97614
5212,8,100000,511
1476774,44,100000,76
39274,8,100000,61
75,77,100000,100000
36167,34,100000,1518
3748,25,100000,7780
68511,45,100000,1395
8849,50,100000,12999
17532,35,100000,3425
1715,18,100000,8660
2822,7,100000,735
5320,84,100000,48402
857,85,100000,98585
335,34,100000,82324
105612,44,100000,938
815,46,100000,72373
8002271,31,100000,5
25164,65,100000,7957
24449,61,100000,7181
385310784,66,100000,0
146,59,100000,100000
5996715,15,100000,2
658,83,100000,99512
785,48,100000,76673
720,60,100000,92002
36,40,100000,100000
13733,30,100000,3125
2044,39,100000,30528
2431,97,100000,85681
13729,47,100000,7531
350,70,100000,99935
141,35,100000,99027
239861983,87,100000,0
454,48,100000,92529
17878,58,100000,8840
705,77,100000,98646
705,39,100000,65799
416,75,100000,99923
5001,38,100000,13023
54615,93,100000,7551
20101,64,100000,9713
2437,23,100000,9917
593965103,81,100000,0
142,65,100000,100000
4510,59,100000,31688
703257,3,100000,0
9023,32,100000,5383
12701,27,100000,2642
195981,37,100000,372
79,78,100000,100000
184232,22,100000,126
3857,66,100000,42808
84191,9,100000,41
18703,54,100000,7273
7100,9,100000,507
50838,82,100000,6405
19411664,77,100000,14
287,49,100000,98713
17878,76,100000,14716
30893,29,100000,1346
1822,34,100000,26638
68,50,100000,100000
1125150416,46,100000,0
745093556,73,100000,0
284,62,100000,99920
25375384,45,100000,6
5377,50,100000,20250
393333696,17,100000,0
300892455,46,100000,0
240832,38,100000,304
29431,65,100000,6905
25660,33,100000,1971
424,27,100000,57019
3718004740,52,100000,0
2431,31,100000,17545
4924,61,100000,31440
91,72,100000,100000
23462,74,100000,10973
661096,79,100000,472
396,49,100000,95513
13449,54,100000,10057
5987,17,100000,2214
159,51,100000,99979
2915169,30,100000,20
1332184,83,100000,281
4799,60,100000,31084
882,73,100000,95323
3874448717,57,100000,0
609,57,100000,93140
942,29,100000,35408
2485,92,100000,82023
38674,56,100000,3988
6225,82,100000,41428
18590,40,100000,4141
769,68,100000,95319
829305,51,100000,168
15158733,91,100000,21
416,8,100000,6549
16527,91,100000,21793
96863890,99,100000,2
96,13,100000,57183
37,12,100000,86486
27,53,100000,100000
8,61,100000,100000
26443114,36,100000,2
16804007,44,100000,2
4981538,27,100000,6
103041429,62,100000,3
14849537,34,100000,4
1134,39,100000,48306
227,96,100000,100000
745093556,10,100000,0
1388238,72,100000,185
85597676,87,100000,4
4587367,15,100000,2
2513391550,64,100000,1
13868,8,100000,205
354822546,6,100000,0
1088,40,100000,51657
627,65,100000,96744
49069572,35,100000,2
7794,54,100000,16664
8184,85,100000,35513
250966,21,100000,84
684,80,100000,99182
1317,6,100000,1120
66843950,54,100000,4
386869,90,100000,1021
16860,41,100000,4786
47944,88,100000,7713
1083,40,100000,51860
13468,32,100000,3581
10346,74,100000,22944
40609,29,100000,985
2333,59,100000,52264
4294967296,86,100000,0
1440822399,4,100000,0
48263,13,100000,171
84191,5,100000,10
981,34,100000,43786
63024,22,100000,362
20733,38,100000,3450
23501,61,100000,7594
48415,99,100000,9432
454,53,100000,95866
514175061,78,100000,1
212821,8,100000,12
153043,29,100000,251
10900918,37,100000,6
86,46,100000,100000
384,27,100000,60944
12578,20,100000,1490
143868,32,100000,343
303,34,100000,85523
6046,53,100000,20402
11885,11,100000,459
8936,9,100000,373
1770558742,16,100000,0
22381,29,100000,1707
547,25,100000,42837
763685,5,100000,1
7522518,41,100000,9
3464,78,100000,58240
21523,5,100000,41
7000,78,100000,35012
515,90,100000,99981
60,52,100000,100000
5001,86,100000,51954
700423713,4,100000,0
8510,36,100000,7369
5320,83,100000,47573
481,41,100000,82531
8725,45,100000,10661
2189,25,100000,12960
176793,80,100000,1745
1149,72,100000,89683
2767,89,100000,76192
6020,23,100000,4119
195981,25,100000,159
52350,80,100000,5932
144,4,100000,4126
9873,19,100000,1717
483349241,57,100000,1
56,82,100000,100000
2105,57,100000,53650
705,12,100000,9025
84,67,100000,100000
2053591,18,100000,4
1777722,54,100000,78
1501448461,76,100000,1
1978,20,100000,9245
371248,82,100000,882
1040313,62,100000,190
17878,93,100000,21464
188068,13,100000,44
777,91,100000,99547
2485,19,100000,6597
2565725199,71,100000,0
23731,40,100000,3141
168970780,12,100000,0
201,97,100000,100000
6731,76,100000,34695
1153225,38,100000,63
1800,75,100000,79054
359,26,100000,60524
385310784,49,100000,1
733,61,100000,92401
63024,26,100000,524
25478,33,100000,2068
2421664,9,100000,1
6348,57,100000,22111
396,64,100000,99544
34062,3,100000,13
5105,47,100000,19226
68,13,100000,70503
354822546,43,100000,1
4973,50,100000,21906
5273,80,100000,45356
5299238,18,100000,4
2372268,97,100000,197
302109,73,100000,894
349,25,100000,58676
2878,46,100000,30841
1748,52,100000,53633
6348,69,100000,30963
42,22,100000,99886
119513,29,100000,316
17511076,6,100000,0
109,90,100000,100000
65745,90,100000,6025
162804,37,100000,414
510,5,100000,1974
87,92,100000,100000
515,56,100000,95575
2808,50,100000,35659
1741462,73,100000,144
5996715,96,100000,86
2254,78,100000,74271
3101085,6,100000,2
945,93,100000,99088
190,89,100000,100000
57160,36,100000,1065
762,95,100000,99809
645,76,100000,99017
196,61,100000,99997
463,35,100000,73144
250,86,100000,100000
51341,97,100000,8638
61805,94,100000,6867
39,94,100000,100000
100,65,100000,100000
5,56,100000,100000
21966593,14,100000,1
2096350,17,100000,9
183,5,100000,5337
2175756195,66,100000,0
923,24,100000,25941
3523,23,100000,6894
3431,14,100000,2633
287,96,100000,100000
1860,13,100000,4074
10758,90,100000,31233
36920,49,100000,3180
110,71,100000,100000
45186876,55,100000,2
354822546,72,100000,0
400,54,100000,97678
2024,18,100000,7344
245,73,100000,99999
176,35,100000,97312
168970780,99,100000,2
809115951,16,100000,1
124040005,89,100000,3
8002271,89,100000,60
229,75,100000,100000
981,96,100000,99225
20298,31,100000,2188
370,20,100000,40718
6404,9,100000,547
3603,13,100000,2161
671,7,100000,3225
2267306361,5,100000,0
14249937,21,100000,1
1160,10,100000,3824
138059,8,100000,28
2926,41,100000,24476
1555,48,100000,51965
3431,5,100000,275
408,30,100000,66500
1807425182,93,100000,0
1564625510,61,100000,0
26166,4,100000,17
13468,76,100000,19226
8201,87,100000,36473
8338985,55,100000,24
10503,49,100000,10678
30592,9,100000,133
705,71,100000,97436
76,55,100000,100000
1481,39,100000,39771
322,17,100000,34903
14004,30,100000,3039
283997,13,100000,22
1254,74,100000,88796
25164,76,100000,10625
1938,83,100000,83195
2461,27,100000,13364
85597676,72,100000,3
8372,40,100000,8974
1057695407,67,100000,0
982,96,100000,99186
2559,92,100000,81114
232,57,100000,99945
1677,63,100000,69613
580,33,100000,60594
13600,35,100000,4253
14249937,79,100000,20
2131376828,58,100000,0
4138220,88,100000,85
12592530,28,100000,3
20101,21,100000,1039
159,90,100000,100000
428859,52,100000,343
1510,69,100000,79474
2513391550,51,100000,0
1254,52,100000,65854
3987,83,100000,57591
7794,63,100000,22117
7369080,93,100000,54
900563,83,100000,389
6798,76,100000,34386
1105,47,100000,63007
416,88,100000,99995
257,61,100000,99957
20902,68,100000,10349
2513391550,25,100000,0
319,66,100000,99930
1002,25,100000,26019
7552,78,100000,32905
74098950,48,100000,3
29709,21,100000,723
4212,18,100000,3686
